week_start,plant_id,raw_material_id,raw_material_requirement,raw_material_name,unit,unit_cost,lead_time_days,safety_stock_days,moq,opening_inventory,safety_stock,projected_inventory_before_receipt,planned_order_quantity,ending_inventory,purchase_cost
2025-06-30,P01,RM004,56684.67624,PET Bottle,unit,2.1,10,5,5000,120000,41430.424433015876,63315.32376,0.0,63315.32376,0.0
2025-07-07,P01,RM004,63564.601800000004,PET Bottle,unit,2.1,10,5,5000,120000,41430.424433015876,-249.2780400000047,45000.0,44750.721959999995,94500.0
2025-07-14,P01,RM004,64416.2274,PET Bottle,unit,2.1,10,5,5000,120000,41430.424433015876,-19665.505440000008,65000.0,45334.49455999999,136500.0
2025-07-21,P01,RM004,64146.99768,PET Bottle,unit,2.1,10,5,5000,120000,41430.424433015876,-18812.50312000001,65000.0,46187.49687999999,136500.0
2025-07-28,P01,RM004,60155.50872,PET Bottle,unit,2.1,10,5,5000,120000,41430.424433015876,-13968.011840000006,60000.0,46031.98815999999,126000.0
2025-08-04,P01,RM004,57923.79948,PET Bottle,unit,2.1,10,5,5000,120000,41430.424433015876,-11891.811320000008,55000.0,43108.18867999999,115500.0
2025-08-11,P01,RM004,58298.32404,PET Bottle,unit,2.1,10,5,5000,120000,41430.424433015876,-15190.135360000007,60000.0,44809.86463999999,126000.0
2025-08-18,P01,RM004,57056.15232,PET Bottle,unit,2.1,10,5,5000,120000,41430.424433015876,-12246.287680000009,55000.0,42753.71231999999,115500.0
2025-08-25,P01,RM004,58160.73948,PET Bottle,unit,2.1,10,5,5000,120000,41430.424433015876,-15407.027160000005,60000.0,44592.972839999995,126000.0
2025-09-01,P01,RM004,57252.16104,PET Bottle,unit,2.1,10,5,5000,120000,41430.424433015876,-12659.188200000004,55000.0,42340.811799999996,115500.0
2025-09-08,P01,RM004,58235.39364,PET Bottle,unit,2.1,10,5,5000,120000,41430.424433015876,-15894.581840000006,60000.0,44105.418159999994,126000.0
2025-09-15,P01,RM004,57965.017439999996,PET Bottle,unit,2.1,10,5,5000,120000,41430.424433015876,-13859.599280000002,60000.0,46140.40072,126000.0
2025-09-22,P01,RM004,58025.75928,PET Bottle,unit,2.1,10,5,5000,120000,41430.424433015876,-11885.35856,55000.0,43114.64144,115500.0
2025-09-29,P01,RM004,58608.38424,PET Bottle,unit,2.1,10,5,5000,120000,41430.424433015876,-15493.7428,60000.0,44506.2572,126000.0
2025-10-06,P01,RM004,57858.223079999996,PET Bottle,unit,2.1,10,5,5000,120000,41430.424433015876,-13351.965879999996,55000.0,41648.034120000004,115500.0
2025-10-13,P01,RM004,57710.08068,PET Bottle,unit,2.1,10,5,5000,120000,41430.424433015876,-16062.046559999995,60000.0,43937.953440000005,126000.0
2025-10-20,P01,RM004,59957.72232,PET Bottle,unit,2.1,10,5,5000,120000,41430.424433015876,-16019.768879999996,60000.0,43980.231120000004,126000.0
2025-10-27,P01,RM004,58029.73032,PET Bottle,unit,2.1,10,5,5000,120000,41430.424433015876,-14049.499199999998,60000.0,45950.5008,126000.0
2025-11-03,P01,RM004,58990.399560000005,PET Bottle,unit,2.1,10,5,5000,120000,41430.424433015876,-13039.898760000004,55000.0,41960.101239999996,115500.0
2025-11-10,P01,RM004,57668.81208,PET Bottle,unit,2.1,10,5,5000,120000,41430.424433015876,-15708.710840000007,60000.0,44291.28915999999,126000.0
2025-11-17,P01,RM004,58279.53168,PET Bottle,unit,2.1,10,5,5000,120000,41430.424433015876,-13988.242520000007,60000.0,46011.75747999999,126000.0
2025-11-24,P01,RM004,58695.975000000006,PET Bottle,unit,2.1,10,5,5000,120000,41430.424433015876,-12684.217520000013,55000.0,42315.78247999999,115500.0
2025-12-01,P01,RM004,57673.560600000004,PET Bottle,unit,2.1,10,5,5000,120000,41430.424433015876,-15357.778120000017,60000.0,44642.22187999998,126000.0
2025-12-08,P01,RM004,58111.108680000005,PET Bottle,unit,2.1,10,5,5000,120000,41430.424433015876,-13468.886800000022,55000.0,41531.11319999998,115500.0
2025-12-15,P01,RM004,58532.72448,PET Bottle,unit,2.1,10,5,5000,120000,41430.424433015876,-17001.61128000002,60000.0,42998.38871999998,126000.0
2025-12-22,P01,RM004,59536.363079999996,PET Bottle,unit,2.1,10,5,5000,120000,41430.424433015876,-16537.974360000015,60000.0,43462.025639999985,126000.0
2025-12-29,P01,RM004,34532.069208,PET Bottle,unit,2.1,10,5,5000,120000,41430.424433015876,8929.956431999984,35000.0,43929.956431999984,73500.0
2025-06-30,P01,RM005,56684.67624,Cap,unit,0.35,10,5,5000,120000,41430.424433015876,63315.32376,0.0,63315.32376,0.0
2025-07-07,P01,RM005,63564.601800000004,Cap,unit,0.35,10,5,5000,120000,41430.424433015876,-249.2780400000047,45000.0,44750.721959999995,15749.999999999998
2025-07-14,P01,RM005,64416.2274,Cap,unit,0.35,10,5,5000,120000,41430.424433015876,-19665.505440000008,65000.0,45334.49455999999,22750.0
2025-07-21,P01,RM005,64146.99768,Cap,unit,0.35,10,5,5000,120000,41430.424433015876,-18812.50312000001,65000.0,46187.49687999999,22750.0
2025-07-28,P01,RM005,60155.50872,Cap,unit,0.35,10,5,5000,120000,41430.424433015876,-13968.011840000006,60000.0,46031.98815999999,21000.0
2025-08-04,P01,RM005,57923.79948,Cap,unit,0.35,10,5,5000,120000,41430.424433015876,-11891.811320000008,55000.0,43108.18867999999,19250.0
2025-08-11,P01,RM005,58298.32404,Cap,unit,0.35,10,5,5000,120000,41430.424433015876,-15190.135360000007,60000.0,44809.86463999999,21000.0
2025-08-18,P01,RM005,57056.15232,Cap,unit,0.35,10,5,5000,120000,41430.424433015876,-12246.287680000009,55000.0,42753.71231999999,19250.0
2025-08-25,P01,RM005,58160.73948,Cap,unit,0.35,10,5,5000,120000,41430.424433015876,-15407.027160000005,60000.0,44592.972839999995,21000.0
2025-09-01,P01,RM005,57252.16104,Cap,unit,0.35,10,5,5000,120000,41430.424433015876,-12659.188200000004,55000.0,42340.811799999996,19250.0
2025-09-08,P01,RM005,58235.39364,Cap,unit,0.35,10,5,5000,120000,41430.424433015876,-15894.581840000006,60000.0,44105.418159999994,21000.0
2025-09-15,P01,RM005,57965.017439999996,Cap,unit,0.35,10,5,5000,120000,41430.424433015876,-13859.599280000002,60000.0,46140.40072,21000.0
2025-09-22,P01,RM005,58025.75928,Cap,unit,0.35,10,5,5000,120000,41430.424433015876,-11885.35856,55000.0,43114.64144,19250.0
2025-09-29,P01,RM005,58608.38424,Cap,unit,0.35,10,5,5000,120000,41430.424433015876,-15493.7428,60000.0,44506.2572,21000.0
2025-10-06,P01,RM005,57858.223079999996,Cap,unit,0.35,10,5,5000,120000,41430.424433015876,-13351.965879999996,55000.0,41648.034120000004,19250.0
2025-10-13,P01,RM005,57710.08068,Cap,unit,0.35,10,5,5000,120000,41430.424433015876,-16062.046559999995,60000.0,43937.953440000005,21000.0
2025-10-20,P01,RM005,59957.72232,Cap,unit,0.35,10,5,5000,120000,41430.424433015876,-16019.768879999996,60000.0,43980.231120000004,21000.0
2025-10-27,P01,RM005,58029.73032,Cap,unit,0.35,10,5,5000,120000,41430.424433015876,-14049.499199999998,60000.0,45950.5008,21000.0
2025-11-03,P01,RM005,58990.399560000005,Cap,unit,0.35,10,5,5000,120000,41430.424433015876,-13039.898760000004,55000.0,41960.101239999996,19250.0
2025-11-10,P01,RM005,57668.81208,Cap,unit,0.35,10,5,5000,120000,41430.424433015876,-15708.710840000007,60000.0,44291.28915999999,21000.0
2025-11-17,P01,RM005,58279.53168,Cap,unit,0.35,10,5,5000,120000,41430.424433015876,-13988.242520000007,60000.0,46011.75747999999,21000.0
2025-11-24,P01,RM005,58695.975000000006,Cap,unit,0.35,10,5,5000,120000,41430.424433015876,-12684.217520000013,55000.0,42315.78247999999,19250.0
2025-12-01,P01,RM005,57673.560600000004,Cap,unit,0.35,10,5,5000,120000,41430.424433015876,-15357.778120000017,60000.0,44642.22187999998,21000.0
2025-12-08,P01,RM005,58111.108680000005,Cap,unit,0.35,10,5,5000,120000,41430.424433015876,-13468.886800000022,55000.0,41531.11319999998,19250.0
2025-12-15,P01,RM005,58532.72448,Cap,unit,0.35,10,5,5000,120000,41430.424433015876,-17001.61128000002,60000.0,42998.38871999998,21000.0
2025-12-22,P01,RM005,59536.363079999996,Cap,unit,0.35,10,5,5000,120000,41430.424433015876,-16537.974360000015,60000.0,43462.025639999985,21000.0
2025-12-29,P01,RM005,34532.069208,Cap,unit,0.35,10,5,5000,120000,41430.424433015876,8929.956431999984,35000.0,43929.956431999984,12250.0
2025-06-30,P01,RM006,56684.67624,Label,unit,0.12,7,5,10000,120000,41430.424433015876,63315.32376,0.0,63315.32376,0.0
2025-07-07,P01,RM006,63564.601800000004,Label,unit,0.12,7,5,10000,120000,41430.424433015876,-249.2780400000047,50000.0,49750.721959999995,6000.0
2025-07-14,P01,RM006,64416.2274,Label,unit,0.12,7,5,10000,120000,41430.424433015876,-14665.505440000008,60000.0,45334.49455999999,7200.0
2025-07-21,P01,RM006,64146.99768,Label,unit,0.12,7,5,10000,120000,41430.424433015876,-18812.50312000001,70000.0,51187.49687999999,8400.0
2025-07-28,P01,RM006,60155.50872,Label,unit,0.12,7,5,10000,120000,41430.424433015876,-8968.011840000006,60000.0,51031.98815999999,7200.0
2025-08-04,P01,RM006,57923.79948,Label,unit,0.12,7,5,10000,120000,41430.424433015876,-6891.811320000008,50000.0,43108.18867999999,6000.0
2025-08-11,P01,RM006,58298.32404,Label,unit,0.12,7,5,10000,120000,41430.424433015876,-15190.135360000007,60000.0,44809.86463999999,7200.0
2025-08-18,P01,RM006,57056.15232,Label,unit,0.12,7,5,10000,120000,41430.424433015876,-12246.287680000009,60000.0,47753.71231999999,7200.0
2025-08-25,P01,RM006,58160.73948,Label,unit,0.12,7,5,10000,120000,41430.424433015876,-10407.027160000005,60000.0,49592.972839999995,7200.0
2025-09-01,P01,RM006,57252.16104,Label,unit,0.12,7,5,10000,120000,41430.424433015876,-7659.188200000004,50000.0,42340.811799999996,6000.0
2025-09-08,P01,RM006,58235.39364,Label,unit,0.12,7,5,10000,120000,41430.424433015876,-15894.581840000006,60000.0,44105.418159999994,7200.0
2025-09-15,P01,RM006,57965.017439999996,Label,unit,0.12,7,5,10000,120000,41430.424433015876,-13859.599280000002,60000.0,46140.40072,7200.0
2025-09-22,P01,RM006,58025.75928,Label,unit,0.12,7,5,10000,120000,41430.424433015876,-11885.35856,60000.0,48114.64144,7200.0
2025-09-29,P01,RM006,58608.38424,Label,unit,0.12,7,5,10000,120000,41430.424433015876,-10493.7428,60000.0,49506.2572,7200.0
2025-10-06,P01,RM006,57858.223079999996,Label,unit,0.12,7,5,10000,120000,41430.424433015876,-8351.965879999996,50000.0,41648.034120000004,6000.0
2025-10-13,P01,RM006,57710.08068,Label,unit,0.12,7,5,10000,120000,41430.424433015876,-16062.046559999995,60000.0,43937.953440000005,7200.0
2025-10-20,P01,RM006,59957.72232,Label,unit,0.12,7,5,10000,120000,41430.424433015876,-16019.768879999996,60000.0,43980.231120000004,7200.0
2025-10-27,P01,RM006,58029.73032,Label,unit,0.12,7,5,10000,120000,41430.424433015876,-14049.499199999998,60000.0,45950.5008,7200.0
2025-11-03,P01,RM006,58990.399560000005,Label,unit,0.12,7,5,10000,120000,41430.424433015876,-13039.898760000004,60000.0,46960.101239999996,7200.0
2025-11-10,P01,RM006,57668.81208,Label,unit,0.12,7,5,10000,120000,41430.424433015876,-10708.710840000007,60000.0,49291.28915999999,7200.0
2025-11-17,P01,RM006,58279.53168,Label,unit,0.12,7,5,10000,120000,41430.424433015876,-8988.242520000007,60000.0,51011.75747999999,7200.0
2025-11-24,P01,RM006,58695.975000000006,Label,unit,0.12,7,5,10000,120000,41430.424433015876,-7684.217520000013,50000.0,42315.78247999999,6000.0
2025-12-01,P01,RM006,57673.560600000004,Label,unit,0.12,7,5,10000,120000,41430.424433015876,-15357.778120000017,60000.0,44642.22187999998,7200.0
2025-12-08,P01,RM006,58111.108680000005,Label,unit,0.12,7,5,10000,120000,41430.424433015876,-13468.886800000022,60000.0,46531.11319999998,7200.0
2025-12-15,P01,RM006,58532.72448,Label,unit,0.12,7,5,10000,120000,41430.424433015876,-12001.61128000002,60000.0,47998.38871999998,7200.0
2025-12-22,P01,RM006,59536.363079999996,Label,unit,0.12,7,5,10000,120000,41430.424433015876,-11537.974360000015,60000.0,48462.025639999985,7200.0
2025-12-29,P01,RM006,34532.069208,Label,unit,0.12,7,5,10000,120000,41430.424433015876,13929.956431999984,30000.0,43929.956431999984,3600.0
2025-06-30,P01,RM007,3126.36467,Carton,unit,8.5,7,5,500,5000,2288.2749934391536,1873.63533,500.0,2373.63533,4250.0
2025-07-07,P01,RM007,3526.30361,Carton,unit,8.5,7,5,500,5000,2288.2749934391536,-1152.6682799999999,3500.0,2347.33172,29750.0
2025-07-14,P01,RM007,3547.88559,Carton,unit,8.5,7,5,500,5000,2288.2749934391536,-1200.5538699999997,3500.0,2299.4461300000003,29750.0
2025-07-21,P01,RM007,3511.7722599999997,Carton,unit,8.5,7,5,500,5000,2288.2749934391536,-1212.3261299999995,4000.0,2787.6738700000005,34000.0
2025-07-28,P01,RM007,3329.39747,Carton,unit,8.5,7,5,500,5000,2288.2749934391536,-541.7235999999994,3000.0,2458.2764000000006,25500.0
2025-08-04,P01,RM007,3187.1298,Carton,unit,8.5,7,5,500,5000,2288.2749934391536,-728.8533999999995,3500.0,2771.1466000000005,29750.0
2025-08-11,P01,RM007,3228.41754,Carton,unit,8.5,7,5,500,5000,2288.2749934391536,-457.2709399999994,3000.0,2542.7290600000006,25500.0
2025-08-18,P01,RM007,3154.5756300000003,Carton,unit,8.5,7,5,500,5000,2288.2749934391536,-611.8465699999997,3000.0,2388.1534300000003,25500.0
2025-08-25,P01,RM007,3232.12247,Carton,unit,8.5,7,5,500,5000,2288.2749934391536,-843.9690399999995,3500.0,2656.0309600000005,29750.0
2025-09-01,P01,RM007,3167.70085,Carton,unit,8.5,7,5,500,5000,2288.2749934391536,-511.66988999999967,3000.0,2488.3301100000003,25500.0
2025-09-08,P01,RM007,3225.1930199999997,Carton,unit,8.5,7,5,500,5000,2288.2749934391536,-736.8629099999994,3500.0,2763.1370900000006,29750.0
2025-09-15,P01,RM007,3203.22058,Carton,unit,8.5,7,5,500,5000,2288.2749934391536,-440.08348999999953,3000.0,2559.9165100000005,25500.0
2025-09-22,P01,RM007,3213.54609,Carton,unit,8.5,7,5,500,5000,2288.2749934391536,-653.6295799999994,3000.0,2346.3704200000006,25500.0
2025-09-29,P01,RM007,3235.81487,Carton,unit,8.5,7,5,500,5000,2288.2749934391536,-889.4444499999995,3500.0,2610.5555500000005,29750.0
2025-10-06,P01,RM007,3182.42097,Carton,unit,8.5,7,5,500,5000,2288.2749934391536,-571.8654199999996,3000.0,2428.1345800000004,25500.0
2025-10-13,P01,RM007,3186.98113,Carton,unit,8.5,7,5,500,5000,2288.2749934391536,-758.8465499999998,3500.0,2741.1534500000002,29750.0
2025-10-20,P01,RM007,3306.58595,Carton,unit,8.5,7,5,500,5000,2288.2749934391536,-565.4324999999999,3000.0,2434.5675,25500.0
