date,beginning_inventory,demand,fulfilled,lost_sales,ending_inventory,inventory_position,order_quantity,received_quantity,sku,region
2025-09-22,1575.0,454.0,454.0,0.0,1121.0,5015.0,0.0,0.0,BB1000,Central
2025-09-23,1121.0,478.0,478.0,0.0,643.0,4537.0,0.0,0.0,BB1000,Central
2025-09-24,4537.0,487.0,487.0,0.0,4050.0,4050.0,3811.0,3894.0,BB1000,Central
2025-09-25,4050.0,401.0,401.0,0.0,3649.0,7460.0,0.0,0.0,BB1000,Central
2025-09-26,3649.0,550.0,550.0,0.0,3099.0,6910.0,0.0,0.0,BB1000,Central
2025-09-27,3099.0,554.0,554.0,0.0,2545.0,6356.0,0.0,0.0,BB1000,Central
2025-09-28,2545.0,516.0,516.0,0.0,2029.0,5840.0,0.0,0.0,BB1000,Central
2025-09-29,2029.0,477.0,477.0,0.0,1552.0,5363.0,0.0,0.0,BB1000,Central
2025-09-30,1552.0,423.0,423.0,0.0,1129.0,4940.0,0.0,0.0,BB1000,Central
2025-10-01,1129.0,474.0,474.0,0.0,655.0,4466.0,0.0,0.0,BB1000,Central
2025-10-02,4466.0,560.0,560.0,0.0,3906.0,3906.0,3955.0,3811.0,BB1000,Central
2025-10-03,3906.0,457.0,457.0,0.0,3449.0,7404.0,0.0,0.0,BB1000,Central
2025-10-04,3449.0,612.0,612.0,0.0,2837.0,6792.0,0.0,0.0,BB1000,Central
2025-10-05,2837.0,459.0,459.0,0.0,2378.0,6333.0,0.0,0.0,BB1000,Central
2025-10-06,2378.0,455.0,455.0,0.0,1923.0,5878.0,0.0,0.0,BB1000,Central
2025-10-07,1923.0,361.0,361.0,0.0,1562.0,5517.0,0.0,0.0,BB1000,Central
2025-10-08,1562.0,509.0,509.0,0.0,1053.0,5008.0,0.0,0.0,BB1000,Central
2025-10-09,1053.0,434.0,434.0,0.0,619.0,4574.0,0.0,0.0,BB1000,Central
2025-10-10,4574.0,464.0,464.0,0.0,4110.0,4110.0,3751.0,3955.0,BB1000,Central
2025-10-11,4110.0,458.0,458.0,0.0,3652.0,7403.0,0.0,0.0,BB1000,Central
2025-10-12,3652.0,506.0,506.0,0.0,3146.0,6897.0,0.0,0.0,BB1000,Central
2025-10-13,3146.0,453.0,453.0,0.0,2693.0,6444.0,0.0,0.0,BB1000,Central
2025-10-14,2693.0,527.0,527.0,0.0,2166.0,5917.0,0.0,0.0,BB1000,Central
2025-10-15,2166.0,441.0,441.0,0.0,1725.0,5476.0,0.0,0.0,BB1000,Central
2025-10-16,1725.0,543.0,543.0,0.0,1182.0,4933.0,0.0,0.0,BB1000,Central
2025-10-17,1182.0,518.0,518.0,0.0,664.0,4415.0,0.0,0.0,BB1000,Central
2025-10-18,4415.0,538.0,538.0,0.0,3877.0,3877.0,3984.0,3751.0,BB1000,Central
2025-10-19,3877.0,534.0,534.0,0.0,3343.0,7327.0,0.0,0.0,BB1000,Central
2025-10-20,3343.0,580.0,580.0,0.0,2763.0,6747.0,0.0,0.0,BB1000,Central
2025-10-21,2763.0,465.0,465.0,0.0,2298.0,6282.0,0.0,0.0,BB1000,Central
2025-10-22,2298.0,408.0,408.0,0.0,1890.0,5874.0,0.0,0.0,BB1000,Central
2025-10-23,1890.0,523.0,523.0,0.0,1367.0,5351.0,0.0,0.0,BB1000,Central
2025-10-24,1367.0,532.0,532.0,0.0,835.0,4819.0,0.0,0.0,BB1000,Central
2025-10-25,835.0,621.0,621.0,0.0,214.0,4198.0,3663.0,0.0,BB1000,Central
2025-10-26,4198.0,570.0,570.0,0.0,3628.0,7291.0,0.0,3984.0,BB1000,Central
2025-10-27,3628.0,524.0,524.0,0.0,3104.0,6767.0,0.0,0.0,BB1000,Central
2025-10-28,3104.0,443.0,443.0,0.0,2661.0,6324.0,0.0,0.0,BB1000,Central
2025-10-29,2661.0,530.0,530.0,0.0,2131.0,5794.0,0.0,0.0,BB1000,Central
2025-10-30,2131.0,407.0,407.0,0.0,1724.0,5387.0,0.0,0.0,BB1000,Central
2025-10-31,1724.0,552.0,552.0,0.0,1172.0,4835.0,0.0,0.0,BB1000,Central
2025-11-01,1172.0,562.0,562.0,0.0,610.0,4273.0,3588.0,0.0,BB1000,Central
2025-11-02,4273.0,766.0,766.0,0.0,3507.0,7095.0,0.0,3663.0,BB1000,Central
2025-11-03,3507.0,387.0,387.0,0.0,3120.0,6708.0,0.0,0.0,BB1000,Central
2025-11-04,3120.0,500.0,500.0,0.0,2620.0,6208.0,0.0,0.0,BB1000,Central
2025-11-05,2620.0,546.0,546.0,0.0,2074.0,5662.0,0.0,0.0,BB1000,Central
2025-11-06,2074.0,400.0,400.0,0.0,1674.0,5262.0,0.0,0.0,BB1000,Central
2025-11-07,1674.0,460.0,460.0,0.0,1214.0,4802.0,0.0,0.0,BB1000,Central
2025-11-08,1214.0,552.0,552.0,0.0,662.0,4250.0,3611.0,0.0,BB1000,Central
2025-11-09,4250.0,483.0,483.0,0.0,3767.0,7378.0,0.0,3588.0,BB1000,Central
2025-11-10,3767.0,443.0,443.0,0.0,3324.0,6935.0,0.0,0.0,BB1000,Central
2025-11-11,3324.0,394.0,394.0,0.0,2930.0,6541.0,0.0,0.0,BB1000,Central
2025-11-12,2930.0,447.0,447.0,0.0,2483.0,6094.0,0.0,0.0,BB1000,Central
2025-11-13,2483.0,574.0,574.0,0.0,1909.0,5520.0,0.0,0.0,BB1000,Central
2025-11-14,1909.0,502.0,502.0,0.0,1407.0,5018.0,0.0,0.0,BB1000,Central
2025-11-15,1407.0,527.0,527.0,0.0,880.0,4491.0,0.0,0.0,BB1000,Central
2025-11-16,4491.0,490.0,490.0,0.0,4001.0,4001.0,3860.0,3611.0,BB1000,Central
2025-11-17,4001.0,486.0,486.0,0.0,3515.0,7375.0,0.0,0.0,BB1000,Central
2025-11-18,3515.0,453.0,453.0,0.0,3062.0,6922.0,0.0,0.0,BB1000,Central
2025-11-19,3062.0,459.0,459.0,0.0,2603.0,6463.0,0.0,0.0,BB1000,Central
2025-11-20,2603.0,503.0,503.0,0.0,2100.0,5960.0,0.0,0.0,BB1000,Central
2025-11-21,2100.0,471.0,471.0,0.0,1629.0,5489.0,0.0,0.0,BB1000,Central
2025-11-22,1629.0,473.0,473.0,0.0,1156.0,5016.0,0.0,0.0,BB1000,Central
2025-11-23,1156.0,481.0,481.0,0.0,675.0,4535.0,0.0,0.0,BB1000,Central
2025-11-24,4535.0,429.0,429.0,0.0,4106.0,4106.0,3755.0,3860.0,BB1000,Central
2025-11-25,4106.0,469.0,469.0,0.0,3637.0,7392.0,0.0,0.0,BB1000,Central
2025-11-26,3637.0,424.0,424.0,0.0,3213.0,6968.0,0.0,0.0,BB1000,Central
2025-11-27,3213.0,554.0,554.0,0.0,2659.0,6414.0,0.0,0.0,BB1000,Central
2025-11-28,2659.0,470.0,470.0,0.0,2189.0,5944.0,0.0,0.0,BB1000,Central
2025-11-29,2189.0,475.0,475.0,0.0,1714.0,5469.0,0.0,0.0,BB1000,Central
2025-11-30,1714.0,523.0,523.0,0.0,1191.0,4946.0,0.0,0.0,BB1000,Central
2025-12-01,1191.0,464.0,464.0,0.0,727.0,4482.0,0.0,0.0,BB1000,Central
2025-12-02,4482.0,472.0,472.0,0.0,4010.0,4010.0,3851.0,3755.0,BB1000,Central
2025-12-03,4010.0,500.0,500.0,0.0,3510.0,7361.0,0.0,0.0,BB1000,Central
2025-12-04,3510.0,497.0,497.0,0.0,3013.0,6864.0,0.0,0.0,BB1000,Central
2025-12-05,3013.0,491.0,491.0,0.0,2522.0,6373.0,0.0,0.0,BB1000,Central
2025-12-06,2522.0,586.0,586.0,0.0,1936.0,5787.0,0.0,0.0,BB1000,Central
2025-12-07,1936.0,457.0,457.0,0.0,1479.0,5330.0,0.0,0.0,BB1000,Central
2025-12-08,1479.0,472.0,472.0,0.0,1007.0,4858.0,0.0,0.0,BB1000,Central
2025-12-09,1007.0,393.0,393.0,0.0,614.0,4465.0,0.0,0.0,BB1000,Central
2025-12-10,4465.0,612.0,612.0,0.0,3853.0,3853.0,4008.0,3851.0,BB1000,Central
2025-12-11,3853.0,437.0,437.0,0.0,3416.0,7424.0,0.0,0.0,BB1000,Central
2025-12-12,3416.0,395.0,395.0,0.0,3021.0,7029.0,0.0,0.0,BB1000,Central
2025-12-13,3021.0,509.0,509.0,0.0,2512.0,6520.0,0.0,0.0,BB1000,Central
2025-12-14,2512.0,647.0,647.0,0.0,1865.0,5873.0,0.0,0.0,BB1000,Central
2025-12-15,1865.0,459.0,459.0,0.0,1406.0,5414.0,0.0,0.0,BB1000,Central
2025-12-16,1406.0,471.0,471.0,0.0,935.0,4943.0,0.0,0.0,BB1000,Central
2025-12-17,935.0,419.0,419.0,0.0,516.0,4524.0,0.0,0.0,BB1000,Central
2025-12-18,4524.0,468.0,468.0,0.0,4056.0,4056.0,3805.0,4008.0,BB1000,Central
2025-12-19,4056.0,511.0,511.0,0.0,3545.0,7350.0,0.0,0.0,BB1000,Central
2025-12-20,3545.0,495.0,495.0,0.0,3050.0,6855.0,0.0,0.0,BB1000,Central
2025-12-21,3050.0,543.0,543.0,0.0,2507.0,6312.0,0.0,0.0,BB1000,Central
2025-12-22,2507.0,505.0,505.0,0.0,2002.0,5807.0,0.0,0.0,BB1000,Central
2025-12-23,2002.0,481.0,481.0,0.0,1521.0,5326.0,0.0,0.0,BB1000,Central
2025-12-24,1521.0,488.0,488.0,0.0,1033.0,4838.0,0.0,0.0,BB1000,Central
2025-12-25,1033.0,605.0,605.0,0.0,428.0,4233.0,3628.0,0.0,BB1000,Central
2025-12-26,4233.0,487.0,487.0,0.0,3746.0,7374.0,0.0,3805.0,BB1000,Central
2025-12-27,3746.0,497.0,497.0,0.0,3249.0,6877.0,0.0,0.0,BB1000,Central
2025-12-28,3249.0,543.0,543.0,0.0,2706.0,6334.0,0.0,0.0,BB1000,Central
2025-12-29,2706.0,434.0,434.0,0.0,2272.0,5900.0,0.0,0.0,BB1000,Central
2025-12-30,2272.0,487.0,487.0,0.0,1785.0,5413.0,0.0,0.0,BB1000,Central
2025-12-31,1785.0,448.0,448.0,0.0,1337.0,4965.0,0.0,0.0,BB1000,Central
2025-07-01,7113.0,534.0,534.0,0.0,6579.0,6579.0,0.0,0.0,BB1000,East
2025-07-02,6579.0,642.0,642.0,0.0,5937.0,5937.0,0.0,0.0,BB1000,East
2025-07-03,5937.0,811.0,811.0,0.0,5126.0,5126.0,0.0,0.0,BB1000,East
2025-07-04,5126.0,623.0,623.0,0.0,4503.0,4503.0,0.0,0.0,BB1000,East
2025-07-05,4503.0,600.0,600.0,0.0,3903.0,3903.0,0.0,0.0,BB1000,East
2025-07-06,3903.0,657.0,657.0,0.0,3246.0,3246.0,3867.0,0.0,BB1000,East
2025-07-07,3246.0,521.0,521.0,0.0,2725.0,6592.0,0.0,0.0,BB1000,East
2025-07-08,2725.0,536.0,536.0,0.0,2189.0,6056.0,0.0,0.0,BB1000,East
2025-07-09,2189.0,559.0,559.0,0.0,1630.0,5497.0,0.0,0.0,BB1000,East
2025-07-10,1630.0,541.0,541.0,0.0,1089.0,4956.0,0.0,0.0,BB1000,East
2025-07-11,1089.0,624.0,624.0,0.0,465.0,4332.0,0.0,0.0,BB1000,East
2025-07-12,4332.0,590.0,590.0,0.0,3742.0,3742.0,0.0,3867.0,BB1000,East
2025-07-13,3742.0,696.0,696.0,0.0,3046.0,3046.0,4067.0,0.0,BB1000,East
2025-07-14,3046.0,532.0,532.0,0.0,2514.0,6581.0,0.0,0.0,BB1000,East
2025-07-15,2514.0,529.0,529.0,0.0,1985.0,6052.0,0.0,0.0,BB1000,East
2025-07-16,1985.0,501.0,501.0,0.0,1484.0,5551.0,0.0,0.0,BB1000,East
2025-07-17,1484.0,587.0,587.0,0.0,897.0,4964.0,0.0,0.0,BB1000,East
2025-07-18,897.0,770.0,770.0,0.0,127.0,4194.0,0.0,0.0,BB1000,East
2025-07-19,4194.0,736.0,736.0,0.0,3458.0,3458.0,0.0,4067.0,BB1000,East
2025-07-20,3458.0,677.0,677.0,0.0,2781.0,2781.0,4332.0,0.0,BB1000,East
2025-07-21,2781.0,593.0,593.0,0.0,2188.0,6520.0,0.0,0.0,BB1000,East
2025-07-22,2188.0,481.0,481.0,0.0,1707.0,6039.0,0.0,0.0,BB1000,East
2025-07-23,1707.0,478.0,478.0,0.0,1229.0,5561.0,0.0,0.0,BB1000,East
2025-07-24,1229.0,631.0,631.0,0.0,598.0,4930.0,0.0,0.0,BB1000,East
2025-07-25,598.0,486.0,486.0,0.0,112.0,4444.0,0.0,0.0,BB1000,East
2025-07-26,4444.0,601.0,601.0,0.0,3843.0,3843.0,0.0,4332.0,BB1000,East
2025-07-27,3843.0,741.0,741.0,0.0,3102.0,3102.0,4011.0,0.0,BB1000,East
2025-07-28,3102.0,534.0,534.0,0.0,2568.0,6579.0,0.0,0.0,BB1000,East
2025-07-29,2568.0,547.0,547.0,0.0,2021.0,6032.0,0.0,0.0,BB1000,East
2025-07-30,2021.0,515.0,515.0,0.0,1506.0,5517.0,0.0,0.0,BB1000,East
2025-07-31,1506.0,597.0,597.0,0.0,909.0,4920.0,0.0,0.0,BB1000,East
2025-08-01,909.0,564.0,564.0,0.0,345.0,4356.0,0.0,0.0,BB1000,East
2025-08-02,4356.0,616.0,616.0,0.0,3740.0,3740.0,0.0,4011.0,BB1000,East
2025-08-03,3740.0,537.0,537.0,0.0,3203.0,3203.0,3910.0,0.0,BB1000,East
2025-08-04,3203.0,476.0,476.0,0.0,2727.0,6637.0,0.0,0.0,BB1000,East
2025-08-05,2727.0,483.0,483.0,0.0,2244.0,6154.0,0.0,0.0,BB1000,East
2025-08-06,2244.0,479.0,479.0,0.0,1765.0,5675.0,0.0,0.0,BB1000,East
2025-08-07,1765.0,419.0,419.0,0.0,1346.0,5256.0,0.0,0.0,BB1000,East
2025-08-08,1346.0,483.0,483.0,0.0,863.0,4773.0,0.0,0.0,BB1000,East
2025-08-09,4773.0,587.0,587.0,0.0,4186.0,4186.0,0.0,3910.0,BB1000,East
2025-08-10,4186.0,724.0,724.0,0.0,3462.0,3462.0,0.0,0.0,BB1000,East
2025-08-11,3462.0,484.0,484.0,0.0,2978.0,2978.0,4135.0,0.0,BB1000,East
2025-08-12,2978.0,471.0,471.0,0.0,2507.0,6642.0,0.0,0.0,BB1000,East
2025-08-13,2507.0,518.0,518.0,0.0,1989.0,6124.0,0.0,0.0,BB1000,East
2025-08-14,1989.0,474.0,474.0,0.0,1515.0,5650.0,0.0,0.0,BB1000,East
2025-08-15,1515.0,766.0,766.0,0.0,749.0,4884.0,0.0,0.0,BB1000,East
2025-08-16,749.0,662.0,662.0,0.0,87.0,4222.0,0.0,0.0,BB1000,East
2025-08-17,4222.0,522.0,522.0,0.0,3700.0,3700.0,0.0,4135.0,BB1000,East
2025-08-18,3700.0,449.0,449.0,0.0,3251.0,3251.0,3862.0,0.0,BB1000,East
2025-08-19,3251.0,466.0,466.0,0.0,2785.0,6647.0,0.0,0.0,BB1000,East
2025-08-20,2785.0,353.0,353.0,0.0,2432.0,6294.0,0.0,0.0,BB1000,East
2025-08-21,2432.0,520.0,520.0,0.0,1912.0,5774.0,0.0,0.0,BB1000,East
2025-08-22,1912.0,390.0,390.0,0.0,1522.0,5384.0,0.0,0.0,BB1000,East
2025-08-23,1522.0,565.0,565.0,0.0,957.0,4819.0,0.0,0.0,BB1000,East
2025-08-24,4819.0,566.0,566.0,0.0,4253.0,4253.0,0.0,3862.0,BB1000,East
2025-08-25,4253.0,484.0,484.0,0.0,3769.0,3769.0,0.0,0.0,BB1000,East
2025-08-26,3769.0,476.0,476.0,0.0,3293.0,3293.0,3820.0,0.0,BB1000,East
2025-08-27,3293.0,446.0,446.0,0.0,2847.0,6667.0,0.0,0.0,BB1000,East
2025-08-28,2847.0,476.0,476.0,0.0,2371.0,6191.0,0.0,0.0,BB1000,East
2025-08-29,2371.0,659.0,659.0,0.0,1712.0,5532.0,0.0,0.0,BB1000,East
2025-08-30,1712.0,537.0,537.0,0.0,1175.0,4995.0,0.0,0.0,BB1000,East
2025-08-31,1175.0,551.0,551.0,0.0,624.0,4444.0,0.0,0.0,BB1000,East
2025-09-01,4444.0,467.0,467.0,0.0,3977.0,3977.0,0.0,3820.0,BB1000,East
2025-09-02,3977.0,375.0,375.0,0.0,3602.0,3602.0,0.0,0.0,BB1000,East
2025-09-03,3602.0,512.0,512.0,0.0,3090.0,3090.0,4023.0,0.0,BB1000,East
2025-09-04,3090.0,472.0,472.0,0.0,2618.0,6641.0,0.0,0.0,BB1000,East
2025-09-05,2618.0,481.0,481.0,0.0,2137.0,6160.0,0.0,0.0,BB1000,East
2025-09-06,2137.0,702.0,702.0,0.0,1435.0,5458.0,0.0,0.0,BB1000,East
2025-09-07,1435.0,549.0,549.0,0.0,886.0,4909.0,0.0,0.0,BB1000,East
2025-09-08,886.0,426.0,426.0,0.0,460.0,4483.0,0.0,0.0,BB1000,East
2025-09-09,4483.0,493.0,493.0,0.0,3990.0,3990.0,0.0,4023.0,BB1000,East
2025-09-10,3990.0,562.0,562.0,0.0,3428.0,3428.0,0.0,0.0,BB1000,East
2025-09-11,3428.0,476.0,476.0,0.0,2952.0,2952.0,4161.0,0.0,BB1000,East
2025-09-12,2952.0,491.0,491.0,0.0,2461.0,6622.0,0.0,0.0,BB1000,East
2025-09-13,2461.0,625.0,625.0,0.0,1836.0,5997.0,0.0,0.0,BB1000,East
2025-09-14,1836.0,639.0,639.0,0.0,1197.0,5358.0,0.0,0.0,BB1000,East
2025-09-15,1197.0,496.0,496.0,0.0,701.0,4862.0,0.0,0.0,BB1000,East
2025-09-16,701.0,521.0,521.0,0.0,180.0,4341.0,0.0,0.0,BB1000,East
2025-09-17,4341.0,498.0,498.0,0.0,3843.0,3843.0,0.0,4161.0,BB1000,East
2025-09-18,3843.0,533.0,533.0,0.0,3310.0,3310.0,3803.0,0.0,BB1000,East
2025-09-19,3310.0,444.0,444.0,0.0,2866.0,6669.0,0.0,0.0,BB1000,East
2025-09-20,2866.0,481.0,481.0,0.0,2385.0,6188.0,0.0,0.0,BB1000,East
2025-09-21,2385.0,501.0,501.0,0.0,1884.0,5687.0,0.0,0.0,BB1000,East
2025-09-22,1884.0,525.0,525.0,0.0,1359.0,5162.0,0.0,0.0,BB1000,East
2025-09-23,1359.0,494.0,494.0,0.0,865.0,4668.0,0.0,0.0,BB1000,East
2025-09-24,4668.0,441.0,441.0,0.0,4227.0,4227.0,0.0,3803.0,BB1000,East
2025-09-25,4227.0,486.0,486.0,0.0,3741.0,3741.0,0.0,0.0,BB1000,East
2025-09-26,3741.0,426.0,426.0,0.0,3315.0,3315.0,3798.0,0.0,BB1000,East
2025-09-27,3315.0,520.0,520.0,0.0,2795.0,6593.0,0.0,0.0,BB1000,East
2025-09-28,2795.0,616.0,616.0,0.0,2179.0,5977.0,0.0,0.0,BB1000,East
2025-09-29,2179.0,489.0,489.0,0.0,1690.0,5488.0,0.0,0.0,BB1000,East
2025-09-30,1690.0,425.0,425.0,0.0,1265.0,5063.0,0.0,0.0,BB1000,East
2025-10-01,1265.0,565.0,565.0,0.0,700.0,4498.0,0.0,0.0,BB1000,East
2025-10-02,4498.0,665.0,665.0,0.0,3833.0,3833.0,0.0,3798.0,BB1000,East
2025-10-03,3833.0,425.0,425.0,0.0,3408.0,3408.0,3705.0,0.0,BB1000,East
