week_start,sku,region,forecast_cases,target_inventory_cases,opening_inventory_cases,required_production_cases
2025-07-07,BB1000,South,394.3980425,900.3333333333334,720.2666666666668,574.4647091666667
2025-07-07,BB1000,West,419.97518583333334,892.5,714.0,598.4751858333334
2025-07-07,BB250,Central,188.44585916666665,371.875,297.5,262.82085916666665
2025-07-07,BB250,East,193.62167458333334,346.5833333333333,277.26666666666665,262.93834125
2025-07-07,BB250,North,199.50211583333333,376.3333333333333,301.06666666666666,274.7687825
2025-07-07,BB250,South,236.58373375,506.7916666666667,405.4333333333334,337.9420670833333
2025-07-07,BB250,West,225.53011666666666,505.125,404.1,326.55511666666666
2025-07-07,BB500,Central,267.23035708333333,526.5833333333334,421.2666666666667,372.54702375000005
2025-07-07,BB500,East,281.3583233333333,505.875,404.70000000000005,382.5333233333333
2025-07-07,BB500,North,290.8235625,560.25,448.20000000000005,402.87356249999993
2025-07-07,BB500,South,317.0141375,718.875,575.1,460.78913750000004
2025-07-07,BB500,West,315.05410041666664,696.4583333333334,557.1666666666667,454.34576708333327
2025-07-07,EN250,Central,110.887085,228.625,182.9,156.612085
2025-07-07,EN250,East,123.2273075,206.91666666666666,165.53333333333333,164.61064083333335
2025-07-07,EN250,North,117.7830425,232.625,186.10000000000002,164.30804249999994
2025-07-07,EN250,South,135.68699166666667,319.375,255.5,199.5619916666667
2025-07-07,EN250,West,145.44535791666667,308.1666666666667,246.53333333333336,207.07869124999996
2025-07-07,EN500,Central,79.05995916666666,163.375,130.70000000000002,111.73495916666664
2025-07-07,EN500,East,80.9620025,145.875,116.7,110.13700249999998
2025-07-07,EN500,North,88.74066916666666,169.875,135.9,122.71566916666663
2025-07-07,EN500,South,95.80523458333333,224.04166666666666,179.23333333333335,140.61356791666663
2025-07-07,EN500,West,102.38776916666666,218.20833333333334,174.5666666666667,146.02943583333334
2025-07-07,LM250,Central,145.35150833333333,288.4166666666667,230.73333333333335,203.0348416666667
2025-07-07,LM250,East,149.78840416666665,261.875,209.5,202.16340416666662
2025-07-07,LM250,North,165.94416,296.375,237.10000000000002,225.21916
2025-07-07,LM250,South,177.00735791666668,409.75,327.8,258.9573579166667
2025-07-07,LM250,West,175.60760249999998,396.875,317.5,254.98260249999998
2025-07-07,LM500,Central,205.20064166666666,404.125,323.3,286.0256416666667
2025-07-07,LM500,East,215.78548625,372.5833333333333,298.06666666666666,290.30215291666667
2025-07-07,LM500,North,231.886105,436.7083333333333,349.3666666666667,319.2277716666666
2025-07-07,LM500,South,248.36837125,570.125,456.1,362.39337125
2025-07-07,LM500,West,252.04085541666666,561.2083333333334,448.9666666666667,364.28252208333333
2025-07-07,OR1000,Central,232.70188333333334,487.0833333333333,389.6666666666667,330.11854999999997
2025-07-07,OR1000,East,266.0952908333333,449.0,359.20000000000005,355.8952908333333
2025-07-07,OR1000,North,261.35767416666664,508.6666666666667,406.9333333333334,363.09100749999993
2025-07-07,OR1000,South,326.48128333333335,704.8333333333334,563.8666666666667,467.4479500000001
2025-07-07,OR1000,West,331.73149083333334,679.1666666666666,543.3333333333334,467.56482416666665
2025-07-07,OR500,Central,163.64097708333333,341.7916666666667,273.43333333333334,231.99931041666667
2025-07-07,OR500,East,177.38307416666666,316.75,253.4,240.73307416666668
2025-07-07,OR500,North,189.73355833333335,359.5,287.6,261.6335583333333
2025-07-07,OR500,South,198.23196375,481.125,384.90000000000003,294.45696374999994
2025-07-07,OR500,West,218.14354583333332,480.3333333333333,384.26666666666665,314.2102125
2025-07-07,WT1000,Central,633.5815833333334,1165.6666666666667,932.5333333333334,866.7149166666667
2025-07-07,WT1000,East,637.2266791666667,1041.3333333333333,833.0666666666666,845.4933458333335
2025-07-07,WT1000,North,640.0663883333333,1143.6666666666667,914.9333333333334,868.7997216666668
2025-07-07,WT1000,South,631.1355416666667,1491.0833333333333,1192.8666666666666,929.3522083333335
2025-07-07,WT1000,West,645.0567483333333,1460.25,1168.2,937.1067483333334
2025-07-14,BB1000,Central,320.1512466666667,655.0833333333334,524.0666666666667,451.16791333333333
2025-07-14,BB1000,East,345.9694808333333,592.75,474.20000000000005,464.5194808333333
2025-07-14,BB1000,North,380.99736916666666,691.3333333333334,553.0666666666667,519.2640358333332
2025-07-14,BB1000,South,402.54191,900.3333333333334,720.2666666666668,582.6085766666666
2025-07-14,BB1000,West,427.0217833333333,892.5,714.0,605.5217833333334
2025-07-14,BB250,Central,188.39061125,371.875,297.5,262.76561125
2025-07-14,BB250,East,209.76931208333332,346.5833333333333,277.26666666666665,279.08597875
2025-07-14,BB250,North,213.16571958333333,376.3333333333333,301.06666666666666,288.43238625
2025-07-14,BB250,South,224.79597958333335,506.7916666666667,405.4333333333334,326.15431291666664
2025-07-14,BB250,West,229.67789916666666,505.125,404.1,330.7028991666666
2025-07-14,BB500,Central,260.72560583333336,526.5833333333334,421.2666666666667,366.0422725
2025-07-14,BB500,East,320.81934375000003,505.875,404.70000000000005,421.99434375
2025-07-14,BB500,North,302.1510758333333,560.25,448.20000000000005,414.20107583333333
2025-07-14,BB500,South,315.59635208333333,718.875,575.1,459.37135208333336
2025-07-14,BB500,West,324.7425208333333,696.4583333333334,557.1666666666667,464.0341874999999
2025-07-14,EN250,Central,111.75163833333333,228.625,182.9,157.47663833333334
2025-07-14,EN250,East,118.79882666666667,206.91666666666666,165.53333333333333,160.18215999999998
2025-07-14,EN250,North,124.68216083333334,232.625,186.10000000000002,171.20716083333332
2025-07-14,EN250,South,139.00458458333333,319.375,255.5,202.87958458333333
2025-07-14,EN250,West,135.98176416666666,308.1666666666667,246.53333333333336,197.6150975
2025-07-14,EN500,Central,83.65133,163.375,130.70000000000002,116.32632999999998
2025-07-14,EN500,East,83.93897666666666,145.875,116.7,113.11397666666666
2025-07-14,EN500,North,89.37193708333334,169.875,135.9,123.34693708333336
2025-07-14,EN500,South,96.44403333333332,224.04166666666666,179.23333333333335,141.2523666666666
2025-07-14,EN500,West,103.45732666666667,218.20833333333334,174.5666666666667,147.0989933333333
2025-07-14,LM250,Central,149.20505291666666,288.4166666666667,230.73333333333335,206.88838625
2025-07-14,LM250,East,148.5493675,261.875,209.5,200.92436750000002
2025-07-14,LM250,North,156.21536208333333,296.375,237.10000000000002,215.4903620833333
2025-07-14,LM250,South,174.17370166666666,409.75,327.8,256.1237016666666
2025-07-14,LM250,West,178.20595833333334,396.875,317.5,257.58095833333334
2025-07-14,LM500,Central,206.77674708333333,404.125,323.3,287.60174708333335
2025-07-14,LM500,East,209.38140041666668,372.5833333333333,298.06666666666666,283.8980670833334
2025-07-14,LM500,North,243.35318333333333,436.7083333333333,349.3666666666667,330.69485
2025-07-14,LM500,South,248.2417120833333,570.125,456.1,362.26671208333335
2025-07-14,LM500,West,265.6082529166667,561.2083333333334,448.9666666666667,377.8499195833333
2025-07-14,OR1000,Central,251.67794333333333,487.0833333333333,389.6666666666667,349.09460999999993
2025-07-14,OR1000,East,265.4959733333333,449.0,359.20000000000005,355.2959733333332
2025-07-14,OR1000,North,265.0647866666667,508.6666666666667,406.9333333333334,366.7981199999999
2025-07-14,OR1000,South,328.9743183333334,704.8333333333334,563.8666666666667,469.94098500000007
2025-07-14,OR1000,West,318.8507975,679.1666666666666,543.3333333333334,454.68413083333326
2025-07-14,OR500,Central,170.79856666666666,341.7916666666667,273.43333333333334,239.1569
2025-07-14,OR500,East,176.9206175,316.75,253.4,240.2706175
2025-07-14,OR500,North,204.86058166666666,359.5,287.6,276.76058166666667
2025-07-14,OR500,South,214.20995333333332,481.125,384.90000000000003,310.4349533333332
2025-07-14,OR500,West,216.66348583333334,480.3333333333333,384.26666666666665,312.73015250000003
2025-07-14,WT1000,Central,586.6620716666666,1165.6666666666667,932.5333333333334,819.795405
2025-07-14,WT1000,East,623.1276875,1041.3333333333333,833.0666666666666,831.3943541666667
2025-07-14,WT1000,North,612.9567408333334,1143.6666666666667,914.9333333333334,841.6900741666668
2025-07-14,WT1000,South,656.9152416666667,1491.0833333333333,1192.8666666666666,955.1319083333335
2025-07-14,WT1000,West,663.0234916666667,1460.25,1168.2,955.0734916666668
2025-07-21,BB1000,Central,333.1530441666667,655.0833333333334,524.0666666666667,464.1697108333334
2025-07-21,BB1000,East,341.50404166666664,592.75,474.20000000000005,460.05404166666654
2025-07-21,BB1000,North,362.47750333333335,691.3333333333334,553.0666666666667,500.74417000000005
2025-07-21,BB1000,South,398.35765000000004,900.3333333333334,720.2666666666668,578.4243166666666
2025-07-21,BB1000,West,403.31228749999997,892.5,714.0,581.8122874999999
2025-07-21,BB250,Central,183.3626275,371.875,297.5,257.73762750000003
2025-07-21,BB250,East,203.40688041666667,346.5833333333333,277.26666666666665,272.7235470833333
2025-07-21,BB250,North,209.5970125,376.3333333333333,301.06666666666666,284.8636791666667
2025-07-21,BB250,South,216.47397291666667,506.7916666666667,405.4333333333334,317.83230625
2025-07-21,BB250,West,247.38855416666667,505.125,404.1,348.4135541666666
2025-07-21,BB500,Central,256.07571,526.5833333333334,421.2666666666667,361.3923766666666
2025-07-21,BB500,East,290.6611095833333,505.875,404.70000000000005,391.83610958333327
2025-07-21,BB500,North,334.56812291666665,560.25,448.20000000000005,446.6181229166666
2025-07-21,BB500,South,309.27156791666664,718.875,575.1,453.04656791666673
2025-07-21,BB500,West,323.5870904166667,696.4583333333334,557.1666666666667,462.8787570833333
2025-07-21,EN250,Central,112.50641583333334,228.625,182.9,158.23141583333333
2025-07-21,EN250,East,125.0375675,206.91666666666666,165.53333333333333,166.42090083333332
2025-07-21,EN250,North,119.345315,232.625,186.10000000000002,165.870315
2025-07-21,EN250,South,133.90906791666666,319.375,255.5,197.7840679166667
2025-07-21,EN250,West,137.00270083333334,308.1666666666667,246.53333333333336,198.63603416666666
2025-07-21,EN500,Central,81.70138458333334,163.375,130.70000000000002,114.3763845833333
2025-07-21,EN500,East,89.93093250000001,145.875,116.7,119.10593250000001
2025-07-21,EN500,North,95.956755,169.875,135.9,129.93175499999998
2025-07-21,EN500,South,100.09301583333334,224.04166666666666,179.23333333333335,144.90134916666665
2025-07-21,EN500,West,108.12650041666667,218.20833333333334,174.5666666666667,151.76816708333334
2025-07-21,LM250,Central,143.86018,288.4166666666667,230.73333333333335,201.54351333333335
2025-07-21,LM250,East,147.76685458333333,261.875,209.5,200.14185458333333
2025-07-21,LM250,North,161.63356458333334,296.375,237.10000000000002,220.90856458333332
2025-07-21,LM250,South,177.5206195833333,409.75,327.8,259.4706195833333
2025-07-21,LM250,West,174.7562675,396.875,317.5,254.13126750000004
2025-07-21,LM500,Central,205.7726504166667,404.125,323.3,286.5976504166667
2025-07-21,LM500,East,203.95472083333334,372.5833333333333,298.06666666666666,278.47138749999993
2025-07-21,LM500,North,241.47728166666667,436.7083333333333,349.3666666666667,328.8189483333333
2025-07-21,LM500,South,251.7417795833333,570.125,456.1,365.76677958333323
2025-07-21,LM500,West,265.7173275,561.2083333333334,448.9666666666667,377.9589941666667
2025-07-21,OR1000,Central,236.75932166666666,487.0833333333333,389.6666666666667,334.17598833333324
2025-07-21,OR1000,East,259.81630083333334,449.0,359.20000000000005,349.6163008333333
2025-07-21,OR1000,North,266.1354525,508.6666666666667,406.9333333333334,367.8687858333333
2025-07-21,OR1000,South,324.15967916666665,704.8333333333334,563.8666666666667,465.1263458333334
2025-07-21,OR1000,West,313.5696625,679.1666666666666,543.3333333333334,449.4029958333332
2025-07-21,OR500,Central,173.30533583333334,341.7916666666667,273.43333333333334,241.6636691666667
2025-07-21,OR500,East,173.81419875,316.75,253.4,237.16419875
2025-07-21,OR500,North,184.89949249999998,359.5,287.6,256.79949249999993
2025-07-21,OR500,South,213.94242125,481.125,384.90000000000003,310.16742125
2025-07-21,OR500,West,232.65187708333335,480.3333333333333,384.26666666666665,328.71854375
2025-07-21,WT1000,Central,612.1685,1165.6666666666667,932.5333333333334,845.3018333333333
2025-07-21,WT1000,East,610.8779716666667,1041.3333333333333,833.0666666666666,819.1446383333332
2025-07-21,WT1000,North,580.6150866666667,1143.6666666666667,914.9333333333334,809.34842
2025-07-21,WT1000,South,679.5629333333334,1491.0833333333333,1192.8666666666666,977.7796000000001
2025-07-21,WT1000,West,705.2747666666667,1460.25,1168.2,997.3247666666664
2025-07-28,BB1000,Central,331.70451333333335,655.0833333333334,524.0666666666667,462.72118
2025-07-28,BB1000,East,318.06814166666663,592.75,474.20000000000005,436.6181416666666
2025-07-28,BB1000,North,344.31931583333335,691.3333333333334,553.0666666666667,482.5859825000001
2025-07-28,BB1000,South,387.3999875,900.3333333333334,720.2666666666668,567.4666541666667
2025-07-28,BB1000,West,395.42818166666666,892.5,714.0,573.9281816666667
2025-07-28,BB250,Central,196.10576291666666,371.875,297.5,270.48076291666666
2025-07-28,BB250,East,195.64168875000001,346.5833333333333,277.26666666666665,264.9583554166667
2025-07-28,BB250,North,187.25358333333332,376.3333333333333,301.06666666666666,262.52025
2025-07-28,BB250,South,209.64099375,506.7916666666667,405.4333333333334,310.99932708333336
2025-07-28,BB250,West,227.88595375,505.125,404.1,328.91095375
2025-07-28,BB500,Central,255.43366791666668,526.5833333333334,421.2666666666667,360.7503345833333
2025-07-28,BB500,East,294.4607183333333,505.875,404.70000000000005,395.6357183333332
2025-07-28,BB500,North,270.37184583333334,560.25,448.20000000000005,382.42184583333324
2025-07-28,BB500,South,299.7299275,718.875,575.1,443.5049275
2025-07-28,BB500,West,291.6670495833333,696.4583333333334,557.1666666666667,430.95871624999995
2025-07-28,EN250,Central,114.96395166666667,228.625,182.9,160.68895166666667
2025-07-28,EN250,East,114.32437333333334,206.91666666666666,165.53333333333333,155.70770666666667
2025-07-28,EN250,North,116.40538291666667,232.625,186.10000000000002,162.93038291666664
2025-07-28,EN250,South,131.6083,319.375,255.5,195.48329999999999
2025-07-28,EN250,West,136.89679833333332,308.1666666666667,246.53333333333336,198.53013166666665
2025-07-28,EN500,Central,78.06851708333333,163.375,130.70000000000002,110.74351708333333
2025-07-28,EN500,East,81.253135,145.875,116.7,110.42813499999998
2025-07-28,EN500,North,88.84395833333333,169.875,135.9,122.81895833333331
2025-07-28,EN500,South,96.64169541666666,224.04166666666666,179.23333333333335,141.45002875
2025-07-28,EN500,West,96.48166541666667,218.20833333333334,174.5666666666667,140.12333208333334
2025-07-28,LM250,Central,134.20220166666667,288.4166666666667,230.73333333333335,191.885535
2025-07-28,LM250,East,146.96007291666666,261.875,209.5,199.33507291666666
2025-07-28,LM250,North,150.20802916666668,296.375,237.10000000000002,209.48302916666665
2025-07-28,LM250,South,177.64761166666668,409.75,327.8,259.59761166666664
2025-07-28,LM250,West,163.9015875,396.875,317.5,243.2765875
2025-07-28,LM500,Central,191.65761750000001,404.125,323.3,272.4826175
2025-07-28,LM500,East,204.58985375,372.5833333333333,298.06666666666666,279.1065204166667
2025-07-28,LM500,North,212.11614208333333,436.7083333333333,349.3666666666667,299.45780875
2025-07-28,LM500,South,227.59983958333333,570.125,456.1,341.62483958333326
2025-07-28,LM500,West,245.28726083333333,561.2083333333334,448.9666666666667,357.5289275
2025-07-28,OR1000,Central,237.94350916666667,487.0833333333333,389.6666666666667,335.36017583333324
2025-07-28,OR1000,East,239.82882999999998,449.0,359.20000000000005,329.6288299999999
2025-07-28,OR1000,North,266.97606083333335,508.6666666666667,406.9333333333334,368.7093941666667
2025-07-28,OR1000,South,297.52704666666665,704.8333333333334,563.8666666666667,438.4937133333334
2025-07-28,OR1000,West,294.4116875,679.1666666666666,543.3333333333334,430.24502083333334
2025-07-28,OR500,Central,159.08404791666666,341.7916666666667,273.43333333333334,227.44238124999998
2025-07-28,OR500,East,163.648875,316.75,253.4,226.99887499999997
2025-07-28,OR500,North,172.02931416666667,359.5,287.6,243.9293141666666
2025-07-28,OR500,South,199.68704791666667,481.125,384.90000000000003,295.9120479166666
2025-07-28,OR500,West,219.13409583333333,480.3333333333333,384.26666666666665,315.2007625
2025-07-28,WT1000,Central,613.26003,1165.6666666666667,932.5333333333334,846.3933633333335
2025-07-28,WT1000,East,579.2754683333333,1041.3333333333333,833.0666666666666,787.5421349999999
2025-07-28,WT1000,North,565.807175,1143.6666666666667,914.9333333333334,794.5405083333335
2025-07-28,WT1000,South,619.741925,1491.0833333333333,1192.8666666666666,917.9585916666667
2025-07-28,WT1000,West,629.1600666666667,1460.25,1168.2,921.2100666666668
2025-08-04,BB1000,Central,299.71195916666665,655.0833333333334,524.0666666666667,430.72862583333324
2025-08-04,BB1000,East,302.0915816666667,592.75,474.20000000000005,420.64158166666664
2025-08-04,BB1000,North,315.21018749999996,691.3333333333334,553.0666666666667,453.4768541666666
2025-08-04,BB1000,South,328.65081083333337,900.3333333333334,720.2666666666668,508.7174775
2025-08-04,BB1000,West,365.4288808333333,892.5,714.0,543.9288808333333
2025-08-04,BB250,Central,167.14480291666666,371.875,297.5,241.51980291666666
2025-08-04,BB250,East,182.25246958333332,346.5833333333333,277.26666666666665,251.56913624999993
2025-08-04,BB250,North,168.84999125000002,376.3333333333333,301.06666666666666,244.11665791666672
2025-08-04,BB250,South,186.47081375,506.7916666666667,405.4333333333334,287.8291470833333
2025-08-04,BB250,West,209.67611125,505.125,404.1,310.70111124999994
2025-08-04,BB500,Central,222.67933291666668,526.5833333333334,421.2666666666667,327.99599958333334
2025-08-04,BB500,East,264.35180791666664,505.875,404.70000000000005,365.5268079166666
2025-08-04,BB500,North,259.36267833333335,560.25,448.20000000000005,371.41267833333336
2025-08-04,BB500,South,282.34208125,718.875,575.1,426.11708124999996
2025-08-04,BB500,West,300.4852770833333,696.4583333333334,557.1666666666667,439.7769437499999
2025-08-04,EN250,Central,99.5947575,228.625,182.9,145.3197575
2025-08-04,EN250,East,106.14245000000001,206.91666666666666,165.53333333333333,147.52578333333335
2025-08-04,EN250,North,112.93776666666668,232.625,186.10000000000002,159.46276666666665
2025-08-04,EN250,South,121.46380791666667,319.375,255.5,185.33880791666667
2025-08-04,EN250,West,128.7640425,308.1666666666667,246.53333333333336,190.39737583333334
2025-08-04,EN500,Central,69.00044375,163.375,130.70000000000002,101.67544374999997
2025-08-04,EN500,East,71.78463291666667,145.875,116.7,100.95963291666668
2025-08-04,EN500,North,77.06486333333334,169.875,135.9,111.03986333333333
2025-08-04,EN500,South,85.12571333333334,224.04166666666666,179.23333333333335,129.93404666666663
2025-08-04,EN500,West,89.57119208333333,218.20833333333334,174.5666666666667,133.21285874999998
2025-08-04,LM250,Central,121.55746375,288.4166666666667,230.73333333333335,179.24079708333335
2025-08-04,LM250,East,136.06862125,261.875,209.5,188.44362124999998
2025-08-04,LM250,North,141.99721083333333,296.375,237.10000000000002,201.2722108333333
2025-08-04,LM250,South,150.93590458333333,409.75,327.8,232.88590458333334
2025-08-04,LM250,West,158.8623575,396.875,317.5,238.23735750000003
2025-08-04,LM500,Central,182.32984958333333,404.125,323.3,263.15484958333326
2025-08-04,LM500,East,192.42403083333335,372.5833333333333,298.06666666666666,266.9406975
2025-08-04,LM500,North,212.63930583333334,436.7083333333333,349.3666666666667,299.9809725
2025-08-04,LM500,South,217.3558175,570.125,456.1,331.38081750000003
2025-08-04,LM500,West,236.33909833333334,561.2083333333334,448.9666666666667,348.58076500000004
2025-08-04,OR1000,Central,221.24060833333334,487.0833333333333,389.6666666666667,318.65727499999997
2025-08-04,OR1000,East,222.05517583333332,449.0,359.20000000000005,311.8551758333333
2025-08-04,OR1000,North,237.11704833333334,508.6666666666667,406.9333333333334,338.85038166666664
2025-08-04,OR1000,South,264.5682225,704.8333333333334,563.8666666666667,405.53488916666663
2025-08-04,OR1000,West,282.66884666666664,679.1666666666666,543.3333333333334,418.50217999999984
2025-08-04,OR500,Central,149.12036791666668,341.7916666666667,273.43333333333334,217.47870125000003
2025-08-04,OR500,East,160.16089916666667,316.75,253.4,223.5108991666667
2025-08-04,OR500,North,180.66833624999998,359.5,287.6,252.56833625000002
2025-08-04,OR500,South,175.89834166666665,481.125,384.90000000000003,272.1233416666666
2025-08-04,OR500,West,213.76664125,480.3333333333333,384.26666666666665,309.8333079166666
2025-08-04,WT1000,Central,532.2594475,1165.6666666666667,932.5333333333334,765.3927808333332
2025-08-04,WT1000,East,548.2605591666667,1041.3333333333333,833.0666666666666,756.5272258333334
2025-08-04,WT1000,North,526.2157433333333,1143.6666666666667,914.9333333333334,754.9490766666668
2025-08-04,WT1000,South,589.131985,1491.0833333333333,1192.8666666666666,887.3486516666665
2025-08-04,WT1000,West,626.8892925,1460.25,1168.2,918.9392925
2025-08-11,BB1000,Central,318.2441666666667,655.0833333333334,524.0666666666667,449.2608333333334
2025-08-11,BB1000,East,343.77995500000003,592.75,474.20000000000005,462.3299549999999
2025-08-11,BB1000,North,336.01812666666666,691.3333333333334,553.0666666666667,474.28479333333337
2025-08-11,BB1000,South,351.94405916666665,900.3333333333334,720.2666666666668,532.0107258333334
2025-08-11,BB1000,West,370.12178416666666,892.5,714.0,548.6217841666667
2025-08-11,BB250,Central,165.11908875,371.875,297.5,239.49408874999995
2025-08-11,BB250,East,177.76181583333332,346.5833333333333,277.26666666666665,247.07848249999995
2025-08-11,BB250,North,168.67611333333332,376.3333333333333,301.06666666666666,243.94278000000003
2025-08-11,BB250,South,202.96695041666666,506.7916666666667,405.4333333333334,304.3252837499999
2025-08-11,BB250,West,212.84934541666667,505.125,404.1,313.87434541666664
2025-08-11,BB500,Central,241.434975,526.5833333333334,421.2666666666667,346.75164166666667
2025-08-11,BB500,East,266.9575429166667,505.875,404.70000000000005,368.1325429166666
2025-08-11,BB500,North,255.89555000000001,560.25,448.20000000000005,367.9455499999999
2025-08-11,BB500,South,278.9551,718.875,575.1,422.7301
2025-08-11,BB500,West,280.4296791666667,696.4583333333334,557.1666666666667,419.7213458333333
2025-08-11,EN250,Central,110.97700416666666,228.625,182.9,156.70200416666668
2025-08-11,EN250,East,113.37741208333333,206.91666666666666,165.53333333333333,154.76074541666665
2025-08-11,EN250,North,121.27989833333334,232.625,186.10000000000002,167.8048983333333
2025-08-11,EN250,South,120.65394416666666,319.375,255.5,184.52894416666663
2025-08-11,EN250,West,128.3288125,308.1666666666667,246.53333333333336,189.9621458333333
2025-08-11,EN500,Central,70.63324666666666,163.375,130.70000000000002,103.30824666666663
2025-08-11,EN500,East,76.69860958333334,145.875,116.7,105.87360958333333
2025-08-11,EN500,North,82.2215925,169.875,135.9,116.19659249999998
2025-08-11,EN500,South,92.75476958333333,224.04166666666666,179.23333333333335,137.56310291666665
2025-08-11,EN500,West,89.49037458333333,218.20833333333334,174.5666666666667,133.13204124999996
2025-08-11,LM250,Central,128.50262958333334,288.4166666666667,230.73333333333335,186.18596291666665
2025-08-11,LM250,East,133.22572375,261.875,209.5,185.60072375
2025-08-11,LM250,North,142.60132916666666,296.375,237.10000000000002,201.87632916666666
2025-08-11,LM250,South,164.39116875,409.75,327.8,246.34116875
2025-08-11,LM250,West,165.49507083333333,396.875,317.5,244.87007083333333
2025-08-11,LM500,Central,183.76717666666667,404.125,323.3,264.5921766666667
2025-08-11,LM500,East,201.29845041666667,372.5833333333333,298.06666666666666,275.8151170833333
2025-08-11,LM500,North,197.05728208333332,436.7083333333333,349.3666666666667,284.39894874999993
2025-08-11,LM500,South,219.19565416666666,570.125,456.1,333.2206541666666
2025-08-11,LM500,West,243.21686541666668,561.2083333333334,448.9666666666667,355.45853208333335
