date,sku,region,units_sold,price,promotion,is_holiday,year,month,week,day_of_week,day_of_year,is_weekend,lag_1,lag_7,lag_14,lag_28,rolling_mean_7,rolling_mean_14,rolling_mean_28,rolling_std_28
2023-05-20,BB1000,Central,585,55.0,0,0,2023,5,20,5,140,1,487.0,533.0,522.0,521.0,511.2857142857143,522.4285714285714,516.5714285714286,47.83879455578081
2023-05-21,BB1000,Central,589,55.0,0,0,2023,5,20,6,141,1,585.0,564.0,530.0,548.0,518.7142857142857,526.9285714285714,518.8571428571429,49.556338523246716
2023-05-22,BB1000,Central,454,55.0,0,0,2023,5,21,0,142,0,589.0,477.0,473.0,463.0,522.2857142857143,531.1428571428571,520.3214285714286,51.033071028738576
2023-05-23,BB1000,Central,489,55.0,0,0,2023,5,21,1,143,0,454.0,495.0,579.0,495.0,519.0,529.7857142857143,520.0,51.43424424915194
2023-05-24,BB1000,Central,331,55.0,0,0,2023,5,21,2,144,0,489.0,564.0,584.0,489.0,518.1428571428571,523.3571428571429,519.7857142857143,51.554614797108556
2023-05-25,BB1000,Central,560,55.0,0,0,2023,5,21,3,145,0,331.0,459.0,562.0,616.0,484.85714285714283,505.2857142857143,514.1428571428571,62.52804661715057
2023-05-26,BB1000,Central,473,55.0,0,0,2023,5,21,4,146,0,560.0,487.0,485.0,535.0,499.2857142857143,505.14285714285717,512.1428571428571,59.993650457677916
2023-05-27,BB1000,Central,555,55.0,0,0,2023,5,21,5,147,1,473.0,585.0,533.0,525.0,497.2857142857143,504.2857142857143,509.92857142857144,60.26234532898805
2023-05-28,BB1000,Central,570,55.0,0,0,2023,5,21,6,148,1,555.0,589.0,564.0,576.0,493.0,505.85714285714283,511.0,60.80448326550541
2023-05-29,BB1000,Central,505,55.0,0,0,2023,5,22,0,149,0,570.0,454.0,477.0,547.0,490.2857142857143,506.2857142857143,510.7857142857143,60.57707495894758
2023-05-30,BB1000,Central,432,55.0,0,0,2023,5,22,1,150,0,505.0,489.0,495.0,466.0,497.57142857142856,508.2857142857143,509.2857142857143,60.165732305983674
2023-05-31,BB1000,Central,490,55.0,0,0,2023,5,22,2,151,0,432.0,331.0,564.0,453.0,489.42857142857144,503.7857142857143,508.07142857142856,61.402092238105986
2023-06-01,BB1000,Central,411,55.0,0,0,2023,6,22,3,152,0,490.0,560.0,459.0,414.0,512.1428571428571,498.5,509.39285714285717,60.5654462579384
2023-06-02,BB1000,Central,629,55.0,0,0,2023,6,22,4,153,0,411.0,473.0,487.0,502.0,490.85714285714283,495.07142857142856,509.2857142857143,60.74284420154415
2023-06-03,BB1000,Central,650,55.0,0,0,2023,6,22,5,154,1,629.0,555.0,585.0,522.0,513.1428571428571,505.2142857142857,513.8214285714286,64.78571720247523
2023-06-04,BB1000,Central,826,49.5,1,0,2023,6,22,6,155,1,650.0,570.0,589.0,530.0,526.7142857142857,509.85714285714283,518.3928571428571,69.71281793276559
2023-06-05,BB1000,Central,584,55.0,0,0,2023,6,23,0,156,0,826.0,505.0,454.0,473.0,563.2857142857143,526.7857142857143,528.9642857142857,90.79381694678956
2023-06-06,BB1000,Central,506,55.0,0,0,2023,6,23,1,157,0,584.0,432.0,489.0,579.0,574.5714285714286,536.0714285714286,532.9285714285714,90.68297589074837
2023-06-07,BB1000,Central,397,55.0,0,0,2023,6,23,2,158,0,506.0,490.0,331.0,584.0,585.1428571428571,537.2857142857143,530.3214285714286,90.35815713507273
2023-06-08,BB1000,Central,432,55.0,0,0,2023,6,23,3,159,0,397.0,411.0,560.0,562.0,571.8571428571429,542.0,523.6428571428571,93.11252224562352
2023-06-09,BB1000,Central,518,55.0,0,0,2023,6,23,4,160,0,432.0,629.0,473.0,485.0,574.8571428571429,532.8571428571429,519.0,94.3617939006465
2023-06-10,BB1000,Central,558,55.0,0,0,2023,6,23,5,161,1,518.0,650.0,555.0,533.0,559.0,536.0714285714286,520.1785714285714,94.12720060736872
2023-06-11,BB1000,Central,540,55.0,0,0,2023,6,23,6,162,1,558.0,826.0,570.0,564.0,545.8571428571429,536.2857142857143,521.0714285714286,94.37157786640344
2023-06-12,BB1000,Central,530,55.0,0,0,2023,6,24,0,163,0,540.0,584.0,505.0,477.0,505.0,534.1428571428571,520.2142857142857,94.07576030651369
2023-06-13,BB1000,Central,552,55.0,0,0,2023,6,24,1,164,0,530.0,506.0,432.0,495.0,497.2857142857143,535.9285714285714,522.1071428571429,93.70653136875765
2023-06-14,BB1000,Central,465,55.0,0,0,2023,6,24,2,165,0,552.0,397.0,490.0,564.0,503.85714285714283,544.5,524.1428571428571,93.71497934960713
2023-06-15,BB1000,Central,497,55.0,0,0,2023,6,24,3,166,0,465.0,432.0,411.0,459.0,513.5714285714286,542.7142857142857,520.6071428571429,94.02258959684792
2023-06-16,BB1000,Central,564,49.5,1,0,2023,6,24,4,167,0,497.0,518.0,629.0,487.0,522.8571428571429,548.8571428571429,521.9642857142857,93.37240537040921
2023-06-17,BB1000,Central,675,55.0,0,0,2023,6,24,5,168,1,564.0,558.0,650.0,585.0,529.4285714285714,544.2142857142857,524.7142857142857,93.4383762633432
2023-06-18,BB1000,Central,551,55.0,0,0,2023,6,24,6,169,1,675.0,540.0,826.0,589.0,546.1428571428571,546.0,527.9285714285714,97.06657836207359
2023-06-19,BB1000,Central,527,55.0,0,0,2023,6,25,0,170,0,551.0,530.0,584.0,454.0,547.7142857142857,526.3571428571429,526.5714285714286,96.44473703415463
2023-06-20,BB1000,Central,479,55.0,0,0,2023,6,25,1,171,0,527.0,552.0,506.0,489.0,547.2857142857143,522.2857142857143,529.1785714285714,95.3912231273684
2023-06-21,BB1000,Central,417,55.0,0,0,2023,6,25,2,172,0,479.0,465.0,397.0,331.0,536.8571428571429,520.3571428571429,528.8214285714286,95.56578249074676
2023-06-22,BB1000,Central,530,55.0,0,0,2023,6,25,3,173,0,417.0,497.0,432.0,560.0,530.0,521.7857142857143,531.8928571428571,90.2040235965991
2023-06-23,BB1000,Central,569,55.0,0,0,2023,6,25,4,174,0,530.0,564.0,518.0,473.0,534.7142857142857,528.7857142857143,530.8214285714286,90.03581738785041
2023-06-24,BB1000,Central,560,55.0,0,0,2023,6,25,5,175,1,569.0,675.0,558.0,555.0,535.4285714285714,532.4285714285714,534.25,89.57910842750445
2023-06-25,BB1000,Central,560,55.0,0,0,2023,6,25,6,176,1,560.0,551.0,540.0,570.0,519.0,532.5714285714286,534.4285714285714,89.62697534221849
2023-06-26,BB1000,Central,547,55.0,0,0,2023,6,26,0,177,0,560.0,527.0,530.0,505.0,520.2857142857143,534.0,534.0714285714286,89.49981525800409
2023-06-27,BB1000,Central,494,55.0,0,0,2023,6,26,1,178,0,547.0,479.0,552.0,432.0,523.1428571428571,535.2142857142857,535.5714285714286,89.34636247084946
2023-06-28,BB1000,Central,477,55.0,0,0,2023,6,26,2,179,0,494.0,417.0,465.0,490.0,525.2857142857143,531.0714285714286,537.7857142857143,87.43224133805991
2023-06-29,BB1000,Central,444,55.0,0,0,2023,6,26,3,180,0,477.0,530.0,497.0,411.0,533.8571428571429,531.9285714285714,537.3214285714286,87.729404493011
2023-06-30,BB1000,Central,534,55.0,0,0,2023,6,26,4,181,0,444.0,569.0,564.0,629.0,521.5714285714286,528.1428571428571,538.5,86.17746547419158
2023-07-01,BB1000,Central,471,55.0,0,0,2023,7,26,5,182,1,534.0,560.0,675.0,650.0,516.5714285714286,526.0,535.1071428571429,84.33282357584775
2023-07-02,BB1000,Central,534,55.0,0,0,2023,7,26,6,183,1,471.0,560.0,551.0,826.0,503.85714285714283,511.42857142857144,528.7142857142857,82.05456953121087
2023-07-03,BB1000,Central,518,55.0,0,0,2023,7,27,0,184,0,534.0,547.0,527.0,584.0,500.14285714285717,510.2142857142857,518.2857142857143,57.86117302574582
2023-07-04,BB1000,Central,369,55.0,0,0,2023,7,27,1,185,0,518.0,494.0,479.0,506.0,496.0,509.57142857142856,515.9285714285714,56.411141906691505
2023-07-05,BB1000,Central,426,55.0,0,0,2023,7,27,2,186,0,369.0,477.0,417.0,397.0,478.14285714285717,501.7142857142857,511.0357142857143,62.875233387598136
2023-07-06,BB1000,Central,351,55.0,0,0,2023,7,27,3,187,0,426.0,444.0,530.0,432.0,470.85714285714283,502.35714285714283,512.0714285714286,61.14217103902216
2023-07-07,BB1000,Central,445,55.0,0,0,2023,7,27,4,188,0,351.0,534.0,569.0,518.0,457.57142857142856,489.57142857142856,509.17857142857144,66.73166474294676
2023-07-08,BB1000,Central,569,55.0,0,0,2023,7,27,5,189,1,445.0,471.0,560.0,558.0,444.85714285714283,480.7142857142857,506.57142857142856,67.79185385970366
2023-07-09,BB1000,Central,484,55.0,0,0,2023,7,27,6,190,1,569.0,534.0,560.0,540.0,458.85714285714283,481.35714285714283,506.9642857142857,68.13194287712342
2023-07-10,BB1000,Central,431,55.0,0,0,2023,7,28,0,191,0,484.0,518.0,547.0,530.0,451.7142857142857,475.92857142857144,504.9642857142857,67.94795510664449
