date,sku,region,units_sold,ml_prediction,forecast_error,promotion,is_holiday
2025-07-05,OR1000,Central,480,442.26468,37.735321044921875,0,0
2025-07-05,OR1000,East,463,469.98328,-6.9832763671875,0,0
2025-07-05,OR1000,North,508,531.0098,-23.00982666015625,0,0
2025-07-05,OR1000,South,542,573.8152,-31.815185546875,0,0
2025-07-05,OR1000,West,700,779.2694,-79.2694091796875,1,0
2025-07-05,OR500,Central,781,787.50256,-6.5025634765625,1,0
2025-07-05,OR500,East,694,665.1856,28.81439208984375,0,0
2025-07-05,OR500,North,678,715.01105,-37.01104736328125,0,0
2025-07-05,OR500,South,784,760.20306,23.79693603515625,0,0
2025-07-05,OR500,West,1162,1045.7142,116.2857666015625,1,0
2025-07-05,WT1000,Central,948,979.23584,-31.23583984375,0,0
2025-07-05,WT1000,East,1031,1155.2231,-124.22314453125,0,0
2025-07-05,WT1000,North,1133,1135.1578,-2.1578369140625,0,0
2025-07-05,WT1000,South,1401,1271.1282,129.871826171875,0,0
2025-07-05,WT1000,West,1578,1246.0293,331.970703125,0,0
2025-07-06,BB1000,Central,621,579.4471,41.55291748046875,0,0
2025-07-06,BB1000,East,657,629.06323,27.936767578125,0,0
2025-07-06,BB1000,North,599,711.92145,-112.92144775390625,0,0
2025-07-06,BB1000,South,730,733.74835,-3.74835205078125,0,0
2025-07-06,BB1000,West,940,1012.436,-72.43597412109375,1,0
2025-07-06,BB250,Central,709,686.2571,22.742919921875,0,0
2025-07-06,BB250,East,780,716.0569,63.943115234375,0,0
2025-07-06,BB250,North,771,751.88605,19.11395263671875,0,0
2025-07-06,BB250,South,980,1021.9125,-41.9124755859375,1,0
2025-07-06,BB250,West,877,845.255,31.7449951171875,0,0
2025-07-06,BB500,Central,1003,935.9339,67.06610107421875,0,0
2025-07-06,BB500,East,1104,1012.9851,91.014892578125,0,0
2025-07-06,BB500,North,1213,1296.8964,-83.8963623046875,1,0
2025-07-06,BB500,South,1298,1163.381,134.6190185546875,0,0
2025-07-06,BB500,West,1318,1110.2833,207.7166748046875,0,0
2025-07-06,EN250,Central,401,418.07236,-17.072357177734375,0,0
2025-07-06,EN250,East,425,447.96918,-22.96917724609375,0,0
2025-07-06,EN250,North,444,450.04218,-6.04217529296875,0,0
2025-07-06,EN250,South,550,519.07,30.92999267578125,0,0
2025-07-06,EN250,West,509,538.051,-29.051025390625,0,0
2025-07-06,EN500,Central,288,282.37283,5.627166748046875,0,0
2025-07-06,EN500,East,271,304.0581,-33.05810546875,0,0
2025-07-06,EN500,North,370,335.74063,34.259368896484375,0,0
2025-07-06,EN500,South,348,373.54214,-25.542144775390625,0,0
2025-07-06,EN500,West,398,387.00854,10.991455078125,0,0
2025-07-06,LM250,Central,389,531.41693,-142.41693115234375,0,0
2025-07-06,LM250,East,517,587.0893,-70.08929443359375,0,0
2025-07-06,LM250,North,612,565.796,46.2039794921875,0,0
2025-07-06,LM250,South,662,852.83307,-190.83306884765625,1,0
2025-07-06,LM250,West,678,691.7988,-13.798828125,0,0
2025-07-06,LM500,Central,813,738.65546,74.34454345703125,0,0
2025-07-06,LM500,East,797,810.95337,-13.953369140625,0,0
2025-07-06,LM500,North,934,853.2524,80.74761962890625,0,0
2025-07-06,LM500,South,1203,1115.0944,87.9056396484375,1,0
2025-07-06,LM500,West,968,862.3445,105.655517578125,0,0
2025-07-06,OR1000,Central,422,437.48325,-15.483245849609375,0,0
2025-07-06,OR1000,East,482,461.85898,20.141021728515625,0,0
2025-07-06,OR1000,North,477,498.96066,-21.960662841796875,0,0
2025-07-06,OR1000,South,674,577.8577,96.14227294921875,0,0
2025-07-06,OR1000,West,560,603.34766,-43.34765625,0,0
2025-07-06,OR500,Central,571,623.8649,-52.86492919921875,0,0
2025-07-06,OR500,East,738,669.6926,68.307373046875,0,0
2025-07-06,OR500,North,639,731.9147,-92.9146728515625,0,0
2025-07-06,OR500,South,1004,959.46313,44.536865234375,1,0
2025-07-06,OR500,West,681,857.79047,-176.79046630859375,0,0
2025-07-06,WT1000,Central,1134,961.0593,172.940673828125,0,0
2025-07-06,WT1000,East,1115,1094.8262,20.173828125,0,0
2025-07-06,WT1000,North,1083,1071.8997,11.100341796875,0,0
2025-07-06,WT1000,South,1333,1183.1157,149.88427734375,0,0
2025-07-06,WT1000,West,1206,1203.5125,2.487548828125,0,0
2025-07-07,BB1000,Central,498,512.58234,-14.58233642578125,0,0
2025-07-07,BB1000,East,521,571.76434,-50.76434326171875,0,0
2025-07-07,BB1000,North,620,628.3204,-8.32037353515625,0,0
2025-07-07,BB1000,South,675,650.8572,24.142822265625,0,0
2025-07-07,BB1000,West,611,649.09033,-38.09033203125,0,0
2025-07-07,BB250,Central,614,568.626,45.3740234375,0,0
2025-07-07,BB250,East,662,607.03046,54.96954345703125,0,0
2025-07-07,BB250,North,705,645.0073,59.99267578125,0,0
2025-07-07,BB250,South,701,707.0574,-6.057373046875,0,0
2025-07-07,BB250,West,795,754.1819,40.818115234375,0,0
2025-07-07,BB500,Central,986,859.3268,126.6732177734375,0,0
2025-07-07,BB500,East,955,918.47296,36.52703857421875,0,0
2025-07-07,BB500,North,967,943.7968,23.20318603515625,0,0
2025-07-07,BB500,South,1033,1025.3726,7.62744140625,0,0
2025-07-07,BB500,West,1032,904.1226,127.87738037109375,0,0
2025-07-07,EN250,Central,354,370.75238,-16.75238037109375,0,0
2025-07-07,EN250,East,438,513.87305,-75.873046875,1,0
2025-07-07,EN250,North,363,380.95447,-17.9544677734375,0,0
2025-07-07,EN250,South,469,441.67792,27.32208251953125,0,0
2025-07-07,EN250,West,363,459.64023,-96.64022827148438,0,0
2025-07-07,EN500,Central,291,263.7098,27.290191650390625,0,0
2025-07-07,EN500,East,295,277.71017,17.289825439453125,0,0
2025-07-07,EN500,North,308,292.01828,15.981719970703125,0,0
2025-07-07,EN500,South,319,317.3133,1.68670654296875,0,0
2025-07-07,EN500,West,328,338.92776,-10.927764892578125,0,0
2025-07-07,LM250,Central,497,476.86703,20.132965087890625,0,0
2025-07-07,LM250,East,460,499.42413,-39.42413330078125,0,0
2025-07-07,LM250,North,581,499.47113,81.52886962890625,0,0
2025-07-07,LM250,South,541,559.6755,-18.67547607421875,0,0
2025-07-07,LM250,West,698,562.31714,135.682861328125,0,0
2025-07-07,LM500,Central,644,656.21533,-12.21533203125,0,0
2025-07-07,LM500,East,685,697.3018,-12.30181884765625,0,0
2025-07-07,LM500,North,725,741.14636,-16.1463623046875,0,0
2025-07-07,LM500,South,786,814.29535,-28.29534912109375,0,0
2025-07-07,LM500,West,967,804.30963,162.69036865234375,0,0
2025-07-07,OR1000,Central,388,381.21368,6.78631591796875,0,0
2025-07-07,OR1000,East,426,422.20142,3.798583984375,0,0
2025-07-07,OR1000,North,417,427.79346,-10.79345703125,0,0
2025-07-07,OR1000,South,610,527.3568,82.6431884765625,0,0
2025-07-07,OR1000,West,535,687.10376,-152.103759765625,1,0
2025-07-07,OR500,Central,538,546.9183,-8.91827392578125,0,0
2025-07-07,OR500,East,563,596.17426,-33.17425537109375,0,0
2025-07-07,OR500,North,565,619.333,-54.3330078125,0,0
2025-07-07,OR500,South,677,639.75696,37.2430419921875,0,0
2025-07-07,OR500,West,760,748.4798,11.52020263671875,0,0
2025-07-07,WT1000,Central,1057,915.604,141.39599609375,0,0
2025-07-07,WT1000,East,1178,919.82715,258.1728515625,0,0
2025-07-07,WT1000,North,1036,897.9414,138.05859375,0,0
2025-07-07,WT1000,South,1201,1017.2696,183.73040771484375,0,0
2025-07-07,WT1000,West,1345,955.95215,389.0478515625,0,0
2025-07-08,BB1000,Central,567,504.34402,62.655975341796875,0,0
2025-07-08,BB1000,East,536,556.0551,-20.05511474609375,0,0
2025-07-08,BB1000,North,584,610.4411,-26.44110107421875,0,0
2025-07-08,BB1000,South,646,645.67645,0.32354736328125,0,0
2025-07-08,BB1000,West,661,664.9045,-3.90447998046875,0,0
2025-07-08,BB250,Central,643,589.1922,53.80780029296875,0,0
2025-07-08,BB250,East,639,613.26697,25.7330322265625,0,0
2025-07-08,BB250,North,707,640.01404,66.9859619140625,0,0
2025-07-08,BB250,South,903,904.18353,-1.18353271484375,1,0
2025-07-08,BB250,West,727,743.85864,-16.858642578125,0,0
2025-07-08,BB500,Central,891,873.32153,17.678466796875,0,0
2025-07-08,BB500,East,986,899.2443,86.75567626953125,0,0
2025-07-08,BB500,North,1265,1191.9529,73.047119140625,1,0
2025-07-08,BB500,South,928,1031.6251,-103.6251220703125,0,0
2025-07-08,BB500,West,1179,970.7461,208.25390625,0,0
2025-07-08,EN250,Central,385,359.59225,25.407745361328125,0,0
2025-07-08,EN250,East,361,393.80652,-32.8065185546875,0,0
2025-07-08,EN250,North,442,381.26163,60.738372802734375,0,0
2025-07-08,EN250,South,446,461.0208,-15.02081298828125,0,0
2025-07-08,EN250,West,480,453.33975,26.660247802734375,0,0
2025-07-08,EN500,Central,235,254.61656,-19.616561889648438,0,0
2025-07-08,EN500,East,221,270.44308,-49.443084716796875,0,0
2025-07-08,EN500,North,264,293.8206,-29.820587158203125,0,0
2025-07-08,EN500,South,306,319.23178,-13.231781005859375,0,0
2025-07-08,EN500,West,268,321.77036,-53.770355224609375,0,0
2025-07-08,LM250,Central,507,483.65652,23.343475341796875,0,0
2025-07-08,LM250,East,491,501.52283,-10.5228271484375,0,0
2025-07-08,LM250,North,522,484.836,37.16400146484375,0,0
2025-07-08,LM250,South,660,538.80975,121.19024658203125,0,0
2025-07-08,LM250,West,508,571.0245,-63.02447509765625,0,0
2025-07-08,LM500,Central,620,643.5179,-23.51788330078125,0,0
2025-07-08,LM500,East,788,702.0619,85.9381103515625,0,0
2025-07-08,LM500,North,711,749.63324,-38.63323974609375,0,0
2025-07-08,LM500,South,951,816.61237,134.38763427734375,0,0
2025-07-08,LM500,West,890,833.79535,56.20465087890625,0,0
2025-07-08,OR1000,Central,410,381.63312,28.36688232421875,0,0
2025-07-08,OR1000,East,448,403.95663,44.043365478515625,0,0
2025-07-08,OR1000,North,420,435.01865,-15.018646240234375,0,0
2025-07-08,OR1000,South,493,535.82855,-42.82855224609375,0,0
2025-07-08,OR1000,West,479,534.16473,-55.16473388671875,0,0
2025-07-08,OR500,Central,474,548.3657,-74.36572265625,0,0
2025-07-08,OR500,East,478,569.5434,-91.54339599609375,0,0
2025-07-08,OR500,North,626,652.2661,-26.26611328125,0,0
2025-07-08,OR500,South,705,659.30383,45.6961669921875,0,0
2025-07-08,OR500,West,679,751.03534,-72.03533935546875,0,0
2025-07-08,WT1000,Central,1128,1221.4017,-93.4017333984375,1,0
2025-07-08,WT1000,East,1124,1254.4436,-130.443603515625,1,0
2025-07-08,WT1000,North,1161,948.26013,212.7398681640625,0,0
2025-07-08,WT1000,South,1134,1053.4396,80.5604248046875,0,0
2025-07-08,WT1000,West,1097,1118.4911,-21.4910888671875,0,0
2025-07-09,BB1000,Central,456,509.68845,-53.688446044921875,0,0
2025-07-09,BB1000,East,559,571.8019,-12.8018798828125,0,0
2025-07-09,BB1000,North,666,606.83435,59.1656494140625,0,0
2025-07-09,BB1000,South,650,645.3054,4.694580078125,0,0
2025-07-09,BB1000,West,653,659.6112,-6.6112060546875,0,0
2025-07-09,BB250,Central,576,601.77496,-25.77496337890625,0,0
2025-07-09,BB250,East,470,599.31165,-129.3116455078125,0,0
2025-07-09,BB250,North,698,654.7608,43.23919677734375,0,0
2025-07-09,BB250,South,653,761.99286,-108.99285888671875,0,0
2025-07-09,BB250,West,664,751.16406,-87.1640625,0,0
2025-07-09,BB500,Central,1013,856.8619,156.13812255859375,0,0
2025-07-09,BB500,East,829,897.9703,-68.97027587890625,0,0
2025-07-09,BB500,North,950,949.4947,0.50531005859375,0,0
2025-07-09,BB500,South,1187,1000.0576,186.9423828125,0,0
2025-07-09,BB500,West,1410,1412.5642,-2.564208984375,1,0
2025-07-09,EN250,Central,361,367.83975,-6.839752197265625,0,0
2025-07-09,EN250,East,356,386.1529,-30.15289306640625,0,0
2025-07-09,EN250,North,428,382.58383,45.416168212890625,0,0
2025-07-09,EN250,South,390,438.20233,-48.20233154296875,0,0
2025-07-09,EN250,West,532,465.3201,66.67990112304688,0,0
2025-07-09,EN500,Central,311,256.30798,54.6920166015625,0,0
2025-07-09,EN500,East,299,268.89487,30.105133056640625,0,0
2025-07-09,EN500,North,312,296.07626,15.923736572265625,0,0
