week_start,plant_id,raw_material_id,raw_material_requirement
2025-07-14,P03,RM001,8941.089459
2025-07-14,P03,RM002,1789.9394031999998
2025-07-14,P03,RM003,80.43991985
2025-07-14,P03,RM004,60601.786080000005
2025-07-14,P03,RM005,60601.786080000005
2025-07-14,P03,RM006,60601.786080000005
2025-07-14,P03,RM007,3350.67932
2025-07-14,P03,RM008,355.2882778
2025-07-21,P01,RM001,9577.926408
2025-07-21,P01,RM002,1918.0274559999998
2025-07-21,P01,RM003,86.24166679999999
2025-07-21,P01,RM004,64146.99768
2025-07-21,P01,RM005,64146.99768
2025-07-21,P01,RM006,64146.99768
2025-07-21,P01,RM007,3511.7722599999997
2025-07-21,P01,RM008,371.3036024
2025-07-21,P02,RM001,30914.027559
2025-07-21,P02,RM002,6188.3819384
2025-07-21,P02,RM003,277.65567235000003
2025-07-21,P02,RM004,207354.624
2025-07-21,P02,RM005,207354.624
2025-07-21,P02,RM006,207354.624
2025-07-21,P02,RM007,11486.53493
2025-07-21,P02,RM008,1218.648242
2025-07-21,P03,RM001,8775.294552
2025-07-21,P03,RM002,1759.4180084999998
2025-07-21,P03,RM003,78.8469766
2025-07-21,P03,RM004,59526.51408
2025-07-21,P03,RM005,59526.51408
2025-07-21,P03,RM006,59526.51408
2025-07-21,P03,RM007,3294.67891
2025-07-21,P03,RM008,349.2584646
2025-07-28,P01,RM001,9083.48601
2025-07-28,P01,RM002,1819.1631082
2025-07-28,P01,RM003,81.5047698
2025-07-28,P01,RM004,60155.50872
2025-07-28,P01,RM005,60155.50872
2025-07-28,P01,RM006,60155.50872
2025-07-28,P01,RM007,3329.39747
2025-07-28,P01,RM008,353.1577914
2025-07-28,P02,RM001,30000.435723000002
2025-07-28,P02,RM002,6007.9610566
2025-07-28,P02,RM003,269.24353575000004
2025-07-28,P02,RM004,200267.13744
2025-07-28,P02,RM005,200267.13744
2025-07-28,P02,RM006,200267.13744
2025-07-28,P02,RM007,11091.35253
2025-07-28,P02,RM008,1175.8137288
2025-07-28,P03,RM001,8451.022058999999
2025-07-28,P03,RM002,1692.6630022
2025-07-28,P03,RM003,76.09462295
2025-07-28,P03,RM004,57817.55844
2025-07-28,P03,RM005,57817.55844
2025-07-28,P03,RM006,57817.55844
2025-07-28,P03,RM007,3185.95949
2025-07-28,P03,RM008,337.2717084
2025-08-04,P01,RM001,8651.783643
2025-08-04,P01,RM002,1731.308024
2025-08-04,P01,RM003,77.83147915
2025-08-04,P01,RM004,57923.79948
2025-08-04,P01,RM005,57923.79948
2025-08-04,P01,RM006,57923.79948
2025-08-04,P01,RM007,3187.1298
2025-08-04,P01,RM008,337.5614734
2025-08-04,P02,RM001,28302.20334
2025-08-04,P02,RM002,5664.731212799999
2025-08-04,P02,RM003,254.25993880000001
2025-08-04,P02,RM004,189878.62188
2025-08-04,P02,RM005,189878.62188
2025-08-04,P02,RM006,189878.62188
2025-08-04,P02,RM007,10510.48427
2025-08-04,P02,RM008,1114.7740266
2025-08-04,P03,RM001,8042.268978
2025-08-04,P03,RM002,1609.7138656
2025-08-04,P03,RM003,72.39883209999999
2025-08-04,P03,RM004,54935.7258
2025-08-04,P03,RM005,54935.7258
2025-08-04,P03,RM006,54935.7258
2025-08-04,P03,RM007,3033.50057
2025-08-04,P03,RM008,321.379766
2025-08-11,P01,RM001,8765.847051
2025-08-11,P01,RM002,1756.7206263
2025-08-11,P01,RM003,78.66305085
2025-08-11,P01,RM004,58298.32404
2025-08-11,P01,RM005,58298.32404
2025-08-11,P01,RM006,58298.32404
2025-08-11,P01,RM007,3228.41754
2025-08-11,P01,RM008,342.542102
2025-08-11,P02,RM001,28926.243924
2025-08-11,P02,RM002,5789.749178499999
2025-08-11,P02,RM003,259.6169215
2025-08-11,P02,RM004,192037.76327999998
2025-08-11,P02,RM005,192037.76327999998
2025-08-11,P02,RM006,192037.76327999998
2025-08-11,P02,RM007,10617.427239999999
2025-08-11,P02,RM008,1125.0511946
2025-08-11,P03,RM001,8404.087494
2025-08-11,P03,RM002,1683.0092462
2025-08-11,P03,RM003,75.4594431
2025-08-11,P03,RM004,55726.06884
2025-08-11,P03,RM005,55726.06884
2025-08-11,P03,RM006,55726.06884
2025-08-11,P03,RM007,3081.7889800000003
2025-08-11,P03,RM008,326.8248768
2025-08-18,P01,RM001,8633.923908
2025-08-18,P01,RM002,1728.2197603
2025-08-18,P01,RM003,77.5239468
2025-08-18,P01,RM004,57056.15232
2025-08-18,P01,RM005,57056.15232
2025-08-18,P01,RM006,57056.15232
2025-08-18,P01,RM007,3154.5756300000003
2025-08-18,P01,RM008,334.71092880000003
2025-08-18,P02,RM001,28487.4163032
2025-08-18,P02,RM002,5701.8502375
2025-08-18,P02,RM003,255.83366186
2025-08-18,P02,RM004,189804.087072
2025-08-18,P02,RM005,189804.087072
2025-08-18,P02,RM006,189804.087072
2025-08-18,P02,RM007,10491.037858
2025-08-18,P02,RM008,1111.8104418
2025-08-18,P03,RM001,7965.5004690000005
2025-08-18,P03,RM002,1594.4184510999999
2025-08-18,P03,RM003,71.63281305
2025-08-18,P03,RM004,53628.226200000005
2025-08-18,P03,RM005,53628.226200000005
2025-08-18,P03,RM006,53628.226200000005
2025-08-18,P03,RM007,2958.10739
2025-08-18,P03,RM008,313.3249904
2025-08-25,P01,RM001,8870.202512999998
2025-08-25,P01,RM002,1774.7866678999999
2025-08-25,P01,RM003,79.58455095
2025-08-25,P01,RM004,58160.73948
2025-08-25,P01,RM005,58160.73948
2025-08-25,P01,RM006,58160.73948
2025-08-25,P01,RM007,3232.12247
2025-08-25,P01,RM008,343.8344754
2025-08-25,P02,RM001,28204.932891
2025-08-25,P02,RM002,5645.4297078
2025-08-25,P02,RM003,253.27498485
2025-08-25,P02,RM004,188748.5526
2025-08-25,P02,RM005,188748.5526
2025-08-25,P02,RM006,188748.5526
2025-08-25,P02,RM007,10442.83403
2025-08-25,P02,RM008,1106.5575204
2025-08-25,P03,RM001,7838.05146
2025-08-25,P03,RM002,1570.0278088999999
2025-08-25,P03,RM003,70.4620081
2025-08-25,P03,RM004,52928.19396
2025-08-25,P03,RM005,52928.19396
2025-08-25,P03,RM006,52928.19396
2025-08-25,P03,RM007,2920.33025
2025-08-25,P03,RM008,309.212841
2025-09-01,P01,RM001,8576.382831
2025-09-01,P01,RM002,1718.0025705
2025-09-01,P01,RM003,77.03042335
2025-09-01,P01,RM004,57252.16104
2025-09-01,P01,RM005,57252.16104
2025-09-01,P01,RM006,57252.16104
2025-09-01,P01,RM007,3167.70085
2025-09-01,P01,RM008,336.0877148
2025-09-01,P02,RM001,28181.540178
2025-09-01,P02,RM002,5641.8295207
2025-09-01,P02,RM003,253.0369815
2025-09-01,P02,RM004,187748.15412
2025-09-01,P02,RM005,187748.15412
2025-09-01,P02,RM006,187748.15412
2025-09-01,P02,RM007,10369.07916
2025-09-01,P02,RM008,1098.2993688
2025-09-01,P03,RM001,7843.245102
2025-09-01,P03,RM002,1571.0490528
2025-09-01,P03,RM003,70.491934
2025-09-01,P03,RM004,53541.14856
2025-09-01,P03,RM005,53541.14856
2025-09-01,P03,RM006,53541.14856
2025-09-01,P03,RM007,2971.16306
2025-09-01,P03,RM008,315.2372654
2025-09-08,P01,RM001,8824.856946
2025-09-08,P01,RM002,1766.8173355
2025-09-08,P01,RM003,79.191314
2025-09-08,P01,RM004,58235.39364
2025-09-08,P01,RM005,58235.39364
2025-09-08,P01,RM006,58235.39364
2025-09-08,P01,RM007,3225.1930199999997
2025-09-08,P01,RM008,342.27994060000003
2025-09-08,P02,RM001,28097.11314
2025-09-08,P02,RM002,5624.251552199999
2025-09-08,P02,RM003,252.4984191
2025-09-08,P02,RM004,188447.90868
2025-09-08,P02,RM005,188447.90868
2025-09-08,P02,RM006,188447.90868
2025-09-08,P02,RM007,10396.61789
2025-09-08,P02,RM008,1100.8723686
2025-09-08,P03,RM001,7747.9003379999995
2025-09-08,P03,RM002,1551.4405281
2025-09-08,P03,RM003,69.6583109
2025-09-08,P03,RM004,52653.112680000006
2025-09-08,P03,RM005,52653.112680000006
2025-09-08,P03,RM006,52653.112680000006
2025-09-08,P03,RM007,2918.39318
2025-09-08,P03,RM008,309.6474978
2025-09-15,P01,RM001,8705.682288
2025-09-15,P01,RM002,1742.9069447
2025-09-15,P01,RM003,78.2282008
2025-09-15,P01,RM004,57965.017439999996
2025-09-15,P01,RM005,57965.017439999996
2025-09-15,P01,RM006,57965.017439999996
2025-09-15,P01,RM007,3203.22058
2025-09-15,P01,RM008,339.8509902
2025-09-15,P02,RM001,28159.354302
2025-09-15,P02,RM002,5639.0944378
2025-09-15,P02,RM003,252.9699604
2025-09-15,P02,RM004,188668.57056
2025-09-15,P02,RM005,188668.57056
2025-09-15,P02,RM006,188668.57056
2025-09-15,P02,RM007,10410.263570000001
2025-09-15,P02,RM008,1102.2353984000001
2025-09-15,P03,RM001,7959.889287
2025-09-15,P03,RM002,1592.6817411
2025-09-15,P03,RM003,71.48033705
2025-09-15,P03,RM004,53473.62084
2025-09-15,P03,RM005,53473.62084
2025-09-15,P03,RM006,53473.62084
2025-09-15,P03,RM007,2972.66995
2025-09-15,P03,RM008,315.8023146
2025-09-22,P01,RM001,8758.357908
2025-09-22,P01,RM002,1753.6885674
2025-09-22,P01,RM003,78.6096528
2025-09-22,P01,RM004,58025.75928
2025-09-22,P01,RM005,58025.75928
2025-09-22,P01,RM006,58025.75928
2025-09-22,P01,RM007,3213.54609
2025-09-22,P01,RM008,341.0589178
2025-09-22,P02,RM001,28062.552072
2025-09-22,P02,RM002,5619.4208927
2025-09-22,P02,RM003,252.186909
2025-09-22,P02,RM004,189541.5558
2025-09-22,P02,RM005,189541.5558
2025-09-22,P02,RM006,189541.5558
2025-09-22,P02,RM007,10476.60829
2025-09-22,P02,RM008,1110.0135566
2025-09-22,P03,RM001,7949.074194
2025-09-22,P03,RM002,1591.2967551
2025-09-22,P03,RM003,71.415831
2025-09-22,P03,RM004,53324.699160000004
2025-09-22,P03,RM005,53324.699160000004
2025-09-22,P03,RM006,53324.699160000004
2025-09-22,P03,RM007,2949.1143899999997
2025-09-22,P03,RM008,312.6874642
2025-09-29,P01,RM001,8798.955354
2025-09-29,P01,RM002,1761.787212
2025-09-29,P01,RM003,79.0344591
2025-09-29,P01,RM004,58608.38424
2025-09-29,P01,RM005,58608.38424
2025-09-29,P01,RM006,58608.38424
2025-09-29,P01,RM007,3235.81487
2025-09-29,P01,RM008,342.961267
2025-09-29,P02,RM001,28763.624856
2025-09-29,P02,RM002,5758.8581532
2025-09-29,P02,RM003,258.3980396
2025-09-29,P02,RM004,191843.71188
2025-09-29,P02,RM005,191843.71188
2025-09-29,P02,RM006,191843.71188
2025-09-29,P02,RM007,10566.55323
2025-09-29,P02,RM008,1118.265032
2025-09-29,P03,RM001,8074.34748
2025-09-29,P03,RM002,1617.090808
2025-09-29,P03,RM003,72.5606484
2025-09-29,P03,RM004,54241.7868
2025-09-29,P03,RM005,54241.7868
2025-09-29,P03,RM006,54241.7868
2025-09-29,P03,RM007,2996.5477
2025-09-29,P03,RM008,317.6075792
2025-10-06,P01,RM001,8611.648191
2025-10-06,P01,RM002,1724.3063443
2025-10-06,P01,RM003,77.45733255
2025-10-06,P01,RM004,57858.223079999996
2025-10-06,P01,RM005,57858.223079999996
2025-10-06,P01,RM006,57858.223079999996
2025-10-06,P01,RM007,3182.42097
2025-10-06,P01,RM008,336.8442378
2025-10-06,P02,RM001,28267.160022
2025-10-06,P02,RM002,5658.0978206
2025-10-06,P02,RM003,253.8064803
2025-10-06,P02,RM004,188163.52487999998
2025-10-06,P02,RM005,188163.52487999998
2025-10-06,P02,RM006,188163.52487999998
2025-10-06,P02,RM007,10396.49877
2025-10-06,P02,RM008,1101.6507119999999
2025-10-06,P03,RM001,7931.923677000001
2025-10-06,P03,RM002,1587.7340861999999
2025-10-06,P03,RM003,71.37412375
2025-10-06,P03,RM004,53603.24328
2025-10-06,P03,RM005,53603.24328
2025-10-06,P03,RM006,53603.24328
2025-10-06,P03,RM007,2950.95924
2025-10-06,P03,RM008,312.4115802
2025-10-13,P01,RM001,8562.428823
2025-10-13,P01,RM002,1715.0279614
2025-10-13,P01,RM003,76.94854495
2025-10-13,P01,RM004,57710.08068
2025-10-13,P01,RM005,57710.08068
2025-10-13,P01,RM006,57710.08068
2025-10-13,P01,RM007,3186.98113
2025-10-13,P01,RM008,337.66493019999996
2025-10-13,P02,RM001,28228.623147
2025-10-13,P02,RM002,5650.8939448
2025-10-13,P02,RM003,253.57184915000002
2025-10-13,P02,RM004,189271.63992000002
2025-10-13,P02,RM005,189271.63992000002
2025-10-13,P02,RM006,189271.63992000002
2025-10-13,P02,RM007,10458.11366
2025-10-13,P02,RM008,1107.9338008
2025-10-13,P03,RM001,7920.512784
2025-10-13,P03,RM002,1585.8402689
2025-10-13,P03,RM003,71.3279234
2025-10-13,P03,RM004,54174.891359999994
2025-10-13,P03,RM005,54174.891359999994
2025-10-13,P03,RM006,54174.891359999994
2025-10-13,P03,RM007,2986.57982
2025-10-13,P03,RM008,316.3507068
2025-10-20,P01,RM001,8993.147496
2025-10-20,P01,RM002,1801.7315164
2025-10-20,P01,RM003,80.7910978
2025-10-20,P01,RM004,59957.72232
2025-10-20,P01,RM005,59957.72232
2025-10-20,P01,RM006,59957.72232
2025-10-20,P01,RM007,3306.58595
2025-10-20,P01,RM008,350.28222700000003
2025-10-20,P02,RM001,28812.039453
2025-10-20,P02,RM002,5768.2050017
2025-10-20,P02,RM003,258.92399715
2025-10-20,P02,RM004,193038.88212
2025-10-20,P02,RM005,193038.88212
2025-10-20,P02,RM006,193038.88212
2025-10-20,P02,RM007,10624.4535
2025-10-20,P02,RM008,1123.6918122
2025-10-20,P03,RM001,8240.677509000001
2025-10-20,P03,RM002,1648.6728545
2025-10-20,P03,RM003,74.18615975
2025-10-20,P03,RM004,55827.52308
2025-10-20,P03,RM005,55827.52308
2025-10-20,P03,RM006,55827.52308
2025-10-20,P03,RM007,3080.71295
2025-10-20,P03,RM008,326.6875894
2025-10-27,P01,RM001,8669.459763
2025-10-27,P01,RM002,1737.0084149999998
2025-10-27,P01,RM003,77.88315205
2025-10-27,P01,RM004,58029.73032
2025-10-27,P01,RM005,58029.73032
2025-10-27,P01,RM006,58029.73032
2025-10-27,P01,RM007,3203.9247100000002
2025-10-27,P01,RM008,339.5545392
2025-10-27,P02,RM001,28631.342301
2025-10-27,P02,RM002,5733.221095399999
2025-10-27,P02,RM003,257.20648135
2025-10-27,P02,RM004,191228.26788
2025-10-27,P02,RM005,191228.26788
2025-10-27,P02,RM006,191228.26788
2025-10-27,P02,RM007,10539.07652
2025-10-27,P02,RM008,1115.3412202
2025-10-27,P03,RM001,8023.491021
2025-10-27,P03,RM002,1605.7550095000001
2025-10-27,P03,RM003,72.25972505
2025-10-27,P03,RM004,54449.4882
2025-10-27,P03,RM005,54449.4882
2025-10-27,P03,RM006,54449.4882
2025-10-27,P03,RM007,2989.22213
2025-10-27,P03,RM008,316.004202
2025-11-03,P01,RM001,8927.508759
2025-11-03,P01,RM002,1787.2780688
2025-11-03,P01,RM003,80.13546555
2025-11-03,P01,RM004,58990.399560000005
2025-11-03,P01,RM005,58990.399560000005
2025-11-03,P01,RM006,58990.399560000005
2025-11-03,P01,RM007,3266.85585
2025-11-03,P01,RM008,346.81754839999996
2025-11-03,P02,RM001,28433.108493
2025-11-03,P02,RM002,5692.2877019
2025-11-03,P02,RM003,255.39137545
2025-11-03,P02,RM004,189594.2178
2025-11-03,P02,RM005,189594.2178
2025-11-03,P02,RM006,189594.2178
2025-11-03,P02,RM007,10451.41063
2025-11-03,P02,RM008,1106.2460156
2025-11-03,P03,RM001,8152.038033
2025-11-03,P03,RM002,1630.4123481
2025-11-03,P03,RM003,73.33738885
2025-11-03,P03,RM004,55093.24068
2025-11-03,P03,RM005,55093.24068
2025-11-03,P03,RM006,55093.24068
2025-11-03,P03,RM007,3048.00103
2025-11-03,P03,RM008,323.4026944
2025-11-10,P01,RM001,8631.202344
2025-11-10,P01,RM002,1728.446108
2025-11-10,P01,RM003,77.5495095
2025-11-10,P01,RM004,57668.81208
2025-11-10,P01,RM005,57668.81208
2025-11-10,P01,RM006,57668.81208
2025-11-10,P01,RM007,3184.50473
2025-11-10,P01,RM008,337.5058568
2025-11-10,P02,RM001,28441.564911
2025-11-10,P02,RM002,5694.5936999
2025-11-10,P02,RM003,255.49776275
2025-11-10,P02,RM004,190281.6564
2025-11-10,P02,RM005,190281.6564
2025-11-10,P02,RM006,190281.6564
2025-11-10,P02,RM007,10502.41947
2025-11-10,P02,RM008,1112.1952268
2025-11-10,P03,RM001,8141.687529
2025-11-10,P03,RM002,1628.9231622999998
2025-11-10,P03,RM003,73.15831175
2025-11-10,P03,RM004,54454.26648
2025-11-10,P03,RM005,54454.26648
2025-11-10,P03,RM006,54454.26648
2025-11-10,P03,RM007,3011.0057500000003
2025-11-10,P03,RM008,319.1937754
2025-11-17,P01,RM001,8725.874688
2025-11-17,P01,RM002,1746.5206709
2025-11-17,P01,RM003,78.3934331
2025-11-17,P01,RM004,58279.53168
2025-11-17,P01,RM005,58279.53168
2025-11-17,P01,RM006,58279.53168
2025-11-17,P01,RM007,3223.55513
2025-11-17,P01,RM008,341.8790404
2025-11-17,P02,RM001,28518.692535000002
2025-11-17,P02,RM002,5711.1344356
2025-11-17,P02,RM003,256.29442535000004
2025-11-17,P02,RM004,191468.37888
2025-11-17,P02,RM005,191468.37888
2025-11-17,P02,RM006,191468.37888
2025-11-17,P02,RM007,10561.88539
2025-11-17,P02,RM008,1118.4857156
2025-11-17,P03,RM001,8053.42005
2025-11-17,P03,RM002,1611.811714
2025-11-17,P03,RM003,72.4185993
2025-11-17,P03,RM004,54149.09424
2025-11-17,P03,RM005,54149.09424
2025-11-17,P03,RM006,54149.09424
2025-11-17,P03,RM007,2989.64602
2025-11-17,P03,RM008,316.8809288
2025-11-24,P01,RM001,8746.988463
2025-11-24,P01,RM002,1750.4227576
2025-11-24,P01,RM003,78.63688525
2025-11-24,P01,RM004,58695.975000000006
2025-11-24,P01,RM005,58695.975000000006
2025-11-24,P01,RM006,58695.975000000006
2025-11-24,P01,RM007,3235.62914
2025-11-24,P01,RM008,342.5676268
2025-11-24,P02,RM001,28114.507797
2025-11-24,P02,RM002,5631.5487919
2025-11-24,P02,RM003,252.43646885
2025-11-24,P02,RM004,189066.45744
2025-11-24,P02,RM005,189066.45744
2025-11-24,P02,RM006,189066.45744
2025-11-24,P02,RM007,10470.84269
2025-11-24,P02,RM008,1110.0828352
2025-11-24,P03,RM001,8171.941872
2025-11-24,P03,RM002,1636.1033043999998
2025-11-24,P03,RM003,73.5835965
2025-11-24,P03,RM004,55566.74544
2025-11-24,P03,RM005,55566.74544
2025-11-24,P03,RM006,55566.74544
2025-11-24,P03,RM007,3059.65399
2025-11-24,P03,RM008,323.9515904
2025-12-01,P01,RM001,8574.714219
2025-12-01,P01,RM002,1715.5830979999998
2025-12-01,P01,RM003,77.05362315
2025-12-01,P01,RM004,57673.560600000004
2025-12-01,P01,RM005,57673.560600000004
2025-12-01,P01,RM006,57673.560600000004
2025-12-01,P01,RM007,3193.2895
2025-12-01,P01,RM008,338.645084
2025-12-01,P02,RM001,28168.407945
2025-12-01,P02,RM002,5640.2968682
2025-12-01,P02,RM003,253.08044844999998
2025-12-01,P02,RM004,189394.57259999998
2025-12-01,P02,RM005,189394.57259999998
2025-12-01,P02,RM006,189394.57259999998
2025-12-01,P02,RM007,10466.99948
2025-12-01,P02,RM008,1109.179693
2025-12-01,P03,RM001,8101.857882
2025-12-01,P03,RM002,1621.294721
2025-12-01,P03,RM003,72.9016398
2025-12-01,P03,RM004,54653.35776
2025-12-01,P03,RM005,54653.35776
2025-12-01,P03,RM006,54653.35776
2025-12-01,P03,RM007,3008.51665
2025-12-01,P03,RM008,318.387961
2025-12-08,P01,RM001,8631.736485
2025-12-08,P01,RM002,1727.1389906
2025-12-08,P01,RM003,77.66834014999999
2025-12-08,P01,RM004,58111.108680000005
2025-12-08,P01,RM005,58111.108680000005
2025-12-08,P01,RM006,58111.108680000005
2025-12-08,P01,RM007,3204.8419
2025-12-08,P01,RM008,339.7119128
2025-12-08,P02,RM001,28348.925052
2025-12-08,P02,RM002,5676.4869926
2025-12-08,P02,RM003,254.7135446
2025-12-08,P02,RM004,191050.14444
2025-12-08,P02,RM005,191050.14444
2025-12-08,P02,RM006,191050.14444
2025-12-08,P02,RM007,10581.09063
2025-12-08,P02,RM008,1122.5274984
2025-12-08,P03,RM001,8219.09463
2025-12-08,P03,RM002,1644.8253300000001
2025-12-08,P03,RM003,73.9390802
2025-12-08,P03,RM004,55472.972519999996
2025-12-08,P03,RM005,55472.972519999996
2025-12-08,P03,RM006,55472.972519999996
2025-12-08,P03,RM007,3064.01953
2025-12-08,P03,RM008,324.7337264
2025-12-15,P01,RM001,8675.443308
2025-12-15,P01,RM002,1736.7052788
2025-12-15,P01,RM003,78.0877545
2025-12-15,P01,RM004,58532.72448
2025-12-15,P01,RM005,58532.72448
2025-12-15,P01,RM006,58532.72448
2025-12-15,P01,RM007,3220.75196
2025-12-15,P01,RM008,341.192909
2025-12-15,P02,RM001,28244.017941000002
2025-12-15,P02,RM002,5656.7643388999995
2025-12-15,P02,RM003,253.82364335
2025-12-15,P02,RM004,189897.28716
2025-12-15,P02,RM005,189897.28716
2025-12-15,P02,RM006,189897.28716
2025-12-15,P02,RM007,10474.49375
2025-12-15,P02,RM008,1109.0481922
2025-12-15,P03,RM001,7972.628495999999
2025-12-15,P03,RM002,1597.7788084
2025-12-15,P03,RM003,71.7169765
2025-12-15,P03,RM004,54316.77684
2025-12-15,P03,RM005,54316.77684
2025-12-15,P03,RM006,54316.77684
2025-12-15,P03,RM007,2992.76263
2025-12-15,P03,RM008,316.6452954
2025-12-22,P01,RM001,8895.488847
2025-12-22,P01,RM002,1780.1463445
2025-12-22,P01,RM003,79.99341865
2025-12-22,P01,RM004,59536.363079999996
2025-12-22,P01,RM005,59536.363079999996
2025-12-22,P01,RM006,59536.363079999996
2025-12-22,P01,RM007,3283.05893
2025-12-22,P01,RM008,347.99778860000004
2025-12-22,P02,RM001,29337.785772
2025-12-22,P02,RM002,5875.200992
2025-12-22,P02,RM003,263.5077295
2025-12-22,P02,RM004,195214.46904
2025-12-22,P02,RM005,195214.46904
2025-12-22,P02,RM006,195214.46904
2025-12-22,P02,RM007,10761.73212
2025-12-22,P02,RM008,1139.5620648
2025-12-22,P03,RM001,8268.351033
2025-12-22,P03,RM002,1655.6424367999998
2025-12-22,P03,RM003,74.40835045
2025-12-22,P03,RM004,55906.01724
2025-12-22,P03,RM005,55906.01724
2025-12-22,P03,RM006,55906.01724
2025-12-22,P03,RM007,3075.7623000000003
2025-12-22,P03,RM008,325.44759799999997
2025-12-29,P01,RM001,5205.492448800001
2025-12-29,P01,RM002,1041.29529545
2025-12-29,P01,RM003,46.74154839
2025-12-29,P01,RM004,34532.069208
2025-12-29,P01,RM005,34532.069208
2025-12-29,P01,RM006,34532.069208
2025-12-29,P01,RM007,1914.950402
2025-12-29,P01,RM008,203.4421535
2025-12-29,P02,RM001,17317.667502
2025-12-29,P02,RM002,3467.8406628499997
2025-12-29,P02,RM003,155.54671555
2025-12-29,P02,RM004,115868.100576
2025-12-29,P02,RM005,115868.100576
2025-12-29,P02,RM006,115868.100576
2025-12-29,P02,RM007,6394.455544
2025-12-29,P02,RM008,677.06642534
2025-12-29,P03,RM001,4724.8893354
2025-12-29,P03,RM002,945.7797571
2025-12-29,P03,RM003,42.50066887
2025-12-29,P03,RM004,31888.315368
2025-12-29,P03,RM005,31888.315368
2025-12-29,P03,RM006,31888.315368
2025-12-29,P03,RM007,1758.736842
2025-12-29,P03,RM008,186.30623916
