date,sku,product,pack_size,region,units_sold,price,promotion,is_holiday
2023-01-02,LM250,Lemon Blast,250ml,East,299,22.0,0,0
2023-01-02,LM250,Lemon Blast,250ml,West,436,22.0,0,0
2023-01-02,LM250,Lemon Blast,250ml,Central,407,22.0,0,0
2023-01-02,LM500,Lemon Blast,500ml,North,451,32.0,0,0
2023-01-02,LM500,Lemon Blast,500ml,South,565,32.0,0,0
2023-01-02,LM500,Lemon Blast,500ml,East,455,32.0,0,0
2023-01-02,LM500,Lemon Blast,500ml,West,567,32.0,0,0
2023-01-02,LM500,Lemon Blast,500ml,Central,457,32.0,0,0
2023-01-02,OR500,Orange Rush,500ml,North,377,34.0,0,0
2023-01-02,OR500,Orange Rush,500ml,South,440,34.0,0,0
2023-01-02,OR500,Orange Rush,500ml,East,410,34.0,0,0
2023-01-02,OR500,Orange Rush,500ml,West,489,34.0,0,0
2023-01-02,OR500,Orange Rush,500ml,Central,359,34.0,0,0
2023-01-02,OR1000,Orange Rush,1L,North,271,52.0,0,0
2023-01-02,OR1000,Orange Rush,1L,South,400,52.0,0,0
2023-01-02,OR1000,Orange Rush,1L,East,309,52.0,0,0
2023-01-02,OR1000,Orange Rush,1L,West,377,52.0,0,0
2023-01-02,OR1000,Orange Rush,1L,Central,266,52.0,0,0
2023-01-02,EN250,Energy Max,250ml,North,262,48.0,0,0
2023-01-02,EN250,Energy Max,250ml,South,294,48.0,0,0
2023-01-02,EN250,Energy Max,250ml,East,232,48.0,0,0
2023-01-02,EN250,Energy Max,250ml,West,373,48.0,0,0
2023-01-02,EN250,Energy Max,250ml,Central,249,48.0,0,0
2023-01-02,EN500,Energy Max,500ml,North,226,72.0,0,0
2023-01-02,EN500,Energy Max,500ml,South,211,72.0,0,0
2023-01-02,EN500,Energy Max,500ml,East,198,72.0,0,0
2023-01-02,EN500,Energy Max,500ml,West,234,72.0,0,0
2023-01-02,EN500,Energy Max,500ml,Central,155,72.0,0,0
2023-01-02,WT1000,Bharat Water,1L,North,821,20.0,0,0
2023-01-02,WT1000,Bharat Water,1L,South,741,20.0,0,0
2023-01-02,WT1000,Bharat Water,1L,East,592,20.0,0,0
2023-01-02,WT1000,Bharat Water,1L,West,857,20.0,0,0
2023-01-02,WT1000,Bharat Water,1L,Central,630,20.0,0,0
2023-01-03,BB250,Bharat Cola,250ml,North,465,24.0,0,0
2023-01-03,BB250,Bharat Cola,250ml,South,500,24.0,0,0
2023-01-03,BB250,Bharat Cola,250ml,East,340,24.0,0,0
2023-01-03,BB250,Bharat Cola,250ml,West,474,24.0,0,0
2023-01-03,BB250,Bharat Cola,250ml,Central,370,24.0,0,0
2023-01-03,BB500,Bharat Cola,500ml,North,710,35.0,0,0
2023-01-03,BB500,Bharat Cola,500ml,South,718,35.0,0,0
2023-01-03,BB500,Bharat Cola,500ml,East,648,35.0,0,0
2023-01-03,BB500,Bharat Cola,500ml,West,723,35.0,0,0
2023-01-03,BB500,Bharat Cola,500ml,Central,617,35.0,0,0
2023-01-03,BB1000,Bharat Cola,1L,North,394,55.0,0,0
2023-01-03,BB1000,Bharat Cola,1L,South,430,55.0,0,0
2023-01-03,BB1000,Bharat Cola,1L,East,387,55.0,0,0
2023-01-03,BB1000,Bharat Cola,1L,West,464,55.0,0,0
2023-01-03,BB1000,Bharat Cola,1L,Central,451,55.0,0,0
2023-01-03,LM250,Lemon Blast,250ml,North,320,22.0,0,0
2023-01-03,LM250,Lemon Blast,250ml,South,329,22.0,0,0
2023-01-03,LM250,Lemon Blast,250ml,East,343,22.0,0,0
2023-01-03,LM250,Lemon Blast,250ml,West,373,22.0,0,0
2023-01-03,LM250,Lemon Blast,250ml,Central,248,22.0,0,0
2023-01-03,LM500,Lemon Blast,500ml,North,447,32.0,0,0
2023-01-03,LM500,Lemon Blast,500ml,South,672,32.0,0,0
2023-01-03,LM500,Lemon Blast,500ml,East,434,32.0,0,0
2023-01-03,LM500,Lemon Blast,500ml,West,474,32.0,0,0
2023-01-03,LM500,Lemon Blast,500ml,Central,546,32.0,0,0
2023-01-03,OR500,Orange Rush,500ml,North,374,34.0,0,0
2023-01-03,OR500,Orange Rush,500ml,South,597,34.0,0,0
2023-01-03,OR500,Orange Rush,500ml,East,481,30.6,1,0
2023-01-03,OR500,Orange Rush,500ml,West,567,34.0,0,0
2023-01-03,OR500,Orange Rush,500ml,Central,369,34.0,0,0
2023-01-03,OR1000,Orange Rush,1L,North,313,52.0,0,0
2023-01-03,OR1000,Orange Rush,1L,South,326,52.0,0,0
2023-01-03,OR1000,Orange Rush,1L,East,278,52.0,0,0
2023-01-03,OR1000,Orange Rush,1L,West,442,46.8,1,0
2023-01-03,OR1000,Orange Rush,1L,Central,354,46.8,1,0
2023-01-03,EN250,Energy Max,250ml,North,285,48.0,0,0
2023-01-03,EN250,Energy Max,250ml,South,310,48.0,0,0
2023-01-03,EN250,Energy Max,250ml,East,247,48.0,0,0
2023-01-03,EN250,Energy Max,250ml,West,399,43.2,1,0
2023-01-03,EN250,Energy Max,250ml,Central,292,48.0,0,0
2023-01-03,EN500,Energy Max,500ml,North,185,72.0,0,0
2023-01-03,EN500,Energy Max,500ml,South,226,72.0,0,0
2023-01-03,EN500,Energy Max,500ml,East,213,72.0,0,0
2023-01-03,EN500,Energy Max,500ml,West,301,64.8,1,0
2023-01-03,EN500,Energy Max,500ml,Central,197,72.0,0,0
2023-01-03,WT1000,Bharat Water,1L,North,623,20.0,0,0
2023-01-03,WT1000,Bharat Water,1L,South,791,20.0,0,0
2023-01-03,WT1000,Bharat Water,1L,East,646,20.0,0,0
2023-01-03,WT1000,Bharat Water,1L,West,785,20.0,0,0
2023-01-03,WT1000,Bharat Water,1L,Central,723,20.0,0,0
2023-01-04,BB250,Bharat Cola,250ml,North,440,24.0,0,0
2023-01-04,BB250,Bharat Cola,250ml,South,510,24.0,0,0
2023-01-04,BB250,Bharat Cola,250ml,East,353,24.0,0,0
2023-01-04,BB250,Bharat Cola,250ml,West,607,24.0,0,0
2023-01-04,BB250,Bharat Cola,250ml,Central,440,24.0,0,0
2023-01-04,BB500,Bharat Cola,500ml,North,647,35.0,0,0
2023-01-04,BB500,Bharat Cola,500ml,South,692,35.0,0,0
2023-01-04,BB500,Bharat Cola,500ml,East,654,35.0,0,0
2023-01-04,BB500,Bharat Cola,500ml,West,836,35.0,0,0
2023-01-04,BB500,Bharat Cola,500ml,Central,688,35.0,0,0
2023-01-04,BB1000,Bharat Cola,1L,North,434,55.0,0,0
2023-01-04,BB1000,Bharat Cola,1L,South,443,55.0,0,0
2023-01-04,BB1000,Bharat Cola,1L,East,418,55.0,0,0
2023-01-04,BB1000,Bharat Cola,1L,West,496,55.0,0,0
2023-01-04,BB1000,Bharat Cola,1L,Central,363,55.0,0,0
2023-01-04,LM250,Lemon Blast,250ml,North,377,22.0,0,0
2023-01-04,LM250,Lemon Blast,250ml,South,414,22.0,0,0
2023-01-04,LM250,Lemon Blast,250ml,East,331,22.0,0,0
2023-01-04,LM250,Lemon Blast,250ml,West,382,22.0,0,0
2023-01-04,LM250,Lemon Blast,250ml,Central,335,22.0,0,0
2023-01-04,LM500,Lemon Blast,500ml,North,450,32.0,0,0
2023-01-04,LM500,Lemon Blast,500ml,South,484,32.0,0,0
2023-01-04,LM500,Lemon Blast,500ml,East,490,32.0,0,0
2023-01-04,LM500,Lemon Blast,500ml,West,611,32.0,0,0
2023-01-04,LM500,Lemon Blast,500ml,Central,464,32.0,0,0
2023-01-04,OR500,Orange Rush,500ml,North,438,34.0,0,0
2023-01-04,OR500,Orange Rush,500ml,South,367,34.0,0,0
2023-01-04,OR500,Orange Rush,500ml,East,423,34.0,0,0
2023-01-04,OR500,Orange Rush,500ml,West,555,34.0,0,0
2023-01-04,OR500,Orange Rush,500ml,Central,410,34.0,0,0
2023-01-04,OR1000,Orange Rush,1L,North,325,52.0,0,0
2023-01-04,OR1000,Orange Rush,1L,South,338,52.0,0,0
2023-01-04,OR1000,Orange Rush,1L,East,293,52.0,0,0
2023-01-04,OR1000,Orange Rush,1L,West,340,52.0,0,0
2023-01-04,OR1000,Orange Rush,1L,Central,281,52.0,0,0
2023-01-04,EN250,Energy Max,250ml,North,251,48.0,0,0
2023-01-04,EN250,Energy Max,250ml,South,354,48.0,0,0
2023-01-04,EN250,Energy Max,250ml,East,244,48.0,0,0
2023-01-04,EN250,Energy Max,250ml,West,350,48.0,0,0
2023-01-04,EN250,Energy Max,250ml,Central,286,48.0,0,0
2023-01-04,EN500,Energy Max,500ml,North,217,72.0,0,0
2023-01-04,EN500,Energy Max,500ml,South,271,72.0,0,0
2023-01-04,EN500,Energy Max,500ml,East,152,72.0,0,0
2023-01-04,EN500,Energy Max,500ml,West,220,72.0,0,0
2023-01-04,EN500,Energy Max,500ml,Central,255,64.8,1,0
2023-01-04,WT1000,Bharat Water,1L,North,613,20.0,0,0
2023-01-04,WT1000,Bharat Water,1L,South,709,20.0,0,0
2023-01-04,WT1000,Bharat Water,1L,East,700,20.0,0,0
2023-01-04,WT1000,Bharat Water,1L,West,692,20.0,0,0
2023-01-04,WT1000,Bharat Water,1L,Central,634,20.0,0,0
2023-01-05,BB250,Bharat Cola,250ml,North,471,24.0,0,0
2023-01-05,BB250,Bharat Cola,250ml,South,502,24.0,0,0
2023-01-05,BB250,Bharat Cola,250ml,East,438,24.0,0,0
2023-01-05,BB250,Bharat Cola,250ml,West,602,21.6,1,0
2023-01-05,BB250,Bharat Cola,250ml,Central,413,24.0,0,0
2023-01-05,BB500,Bharat Cola,500ml,North,625,35.0,0,0
2023-01-05,BB500,Bharat Cola,500ml,South,697,35.0,0,0
2023-01-05,BB500,Bharat Cola,500ml,East,837,31.5,1,0
2023-01-05,BB500,Bharat Cola,500ml,West,651,35.0,0,0
2023-01-05,BB500,Bharat Cola,500ml,Central,449,35.0,0,0
2023-01-05,BB1000,Bharat Cola,1L,North,538,49.5,1,0
2023-01-05,BB1000,Bharat Cola,1L,South,449,55.0,0,0
2023-01-05,BB1000,Bharat Cola,1L,East,431,55.0,0,0
2023-01-05,BB1000,Bharat Cola,1L,West,531,49.5,1,0
2023-01-05,BB1000,Bharat Cola,1L,Central,357,55.0,0,0
2023-01-05,LM250,Lemon Blast,250ml,North,354,22.0,0,0
2023-01-05,LM250,Lemon Blast,250ml,South,363,22.0,0,0
2023-01-05,LM250,Lemon Blast,250ml,East,303,22.0,0,0
2023-01-05,LM250,Lemon Blast,250ml,West,435,22.0,0,0
2023-01-05,LM250,Lemon Blast,250ml,Central,272,22.0,0,0
2023-01-05,LM500,Lemon Blast,500ml,North,561,28.8,1,0
2023-01-05,LM500,Lemon Blast,500ml,South,679,28.8,1,0
2023-01-05,LM500,Lemon Blast,500ml,East,520,32.0,0,0
2023-01-05,LM500,Lemon Blast,500ml,West,545,32.0,0,0
2023-01-05,LM500,Lemon Blast,500ml,Central,421,32.0,0,0
2023-01-05,OR500,Orange Rush,500ml,North,413,34.0,0,0
2023-01-05,OR500,Orange Rush,500ml,South,479,34.0,0,0
2023-01-05,OR500,Orange Rush,500ml,East,386,34.0,0,0
2023-01-05,OR500,Orange Rush,500ml,West,535,34.0,0,0
2023-01-05,OR500,Orange Rush,500ml,Central,421,34.0,0,0
2023-01-05,OR1000,Orange Rush,1L,North,296,52.0,0,0
2023-01-05,OR1000,Orange Rush,1L,South,395,52.0,0,0
2023-01-05,OR1000,Orange Rush,1L,East,287,52.0,0,0
2023-01-05,OR1000,Orange Rush,1L,West,383,52.0,0,0
2023-01-05,OR1000,Orange Rush,1L,Central,279,52.0,0,0
2023-01-05,EN250,Energy Max,250ml,North,289,48.0,0,0
2023-01-05,EN250,Energy Max,250ml,South,259,48.0,0,0
2023-01-05,EN250,Energy Max,250ml,East,237,48.0,0,0
2023-01-05,EN250,Energy Max,250ml,West,391,43.2,1,0
2023-01-05,EN250,Energy Max,250ml,Central,280,48.0,0,0
2023-01-05,EN500,Energy Max,500ml,North,207,72.0,0,0
2023-01-05,EN500,Energy Max,500ml,South,214,72.0,0,0
2023-01-05,EN500,Energy Max,500ml,East,202,72.0,0,0
2023-01-05,EN500,Energy Max,500ml,West,255,72.0,0,0
2023-01-05,EN500,Energy Max,500ml,Central,180,72.0,0,0
2023-01-05,WT1000,Bharat Water,1L,North,716,20.0,0,0
2023-01-05,WT1000,Bharat Water,1L,South,778,20.0,0,0
2023-01-05,WT1000,Bharat Water,1L,East,662,20.0,0,0
2023-01-05,WT1000,Bharat Water,1L,West,743,20.0,0,0
2023-01-05,WT1000,Bharat Water,1L,Central,577,20.0,0,0
2023-01-06,BB250,Bharat Cola,250ml,North,478,24.0,0,0
2023-01-06,BB250,Bharat Cola,250ml,South,687,21.6,1,0
2023-01-06,BB250,Bharat Cola,250ml,East,520,21.6,1,0
2023-01-06,BB250,Bharat Cola,250ml,West,502,24.0,0,0
2023-01-06,BB250,Bharat Cola,250ml,Central,331,24.0,0,0
2023-01-06,BB500,Bharat Cola,500ml,North,652,31.5,1,0
2023-01-06,BB500,Bharat Cola,500ml,South,814,35.0,0,0
2023-01-06,BB500,Bharat Cola,500ml,East,574,35.0,0,0
2023-01-06,BB500,Bharat Cola,500ml,West,527,35.0,0,0
2023-01-06,BB500,Bharat Cola,500ml,Central,728,35.0,0,0
2023-01-06,BB1000,Bharat Cola,1L,North,378,55.0,0,0
2023-01-06,BB1000,Bharat Cola,1L,South,372,55.0,0,0
2023-01-06,BB1000,Bharat Cola,1L,East,384,55.0,0,0
2023-01-06,BB1000,Bharat Cola,1L,West,621,49.5,1,0
2023-01-06,BB1000,Bharat Cola,1L,Central,385,55.0,0,0
2023-01-06,LM250,Lemon Blast,250ml,North,382,22.0,0,0
2023-01-06,LM250,Lemon Blast,250ml,South,348,22.0,0,0
2023-01-06,LM250,Lemon Blast,250ml,East,377,22.0,0,0
2023-01-06,LM250,Lemon Blast,250ml,West,460,22.0,0,0
2023-01-06,LM250,Lemon Blast,250ml,Central,361,22.0,0,0
2023-01-06,LM500,Lemon Blast,500ml,North,514,32.0,0,0
2023-01-06,LM500,Lemon Blast,500ml,South,531,32.0,0,0
2023-01-06,LM500,Lemon Blast,500ml,East,454,32.0,0,0
2023-01-06,LM500,Lemon Blast,500ml,West,607,28.8,1,0
2023-01-06,LM500,Lemon Blast,500ml,Central,426,32.0,0,0
2023-01-06,OR500,Orange Rush,500ml,North,320,34.0,0,0
2023-01-06,OR500,Orange Rush,500ml,South,385,34.0,0,0
2023-01-06,OR500,Orange Rush,500ml,East,409,34.0,0,0
2023-01-06,OR500,Orange Rush,500ml,West,471,34.0,0,0
2023-01-06,OR500,Orange Rush,500ml,Central,386,34.0,0,0
2023-01-06,OR1000,Orange Rush,1L,North,322,52.0,0,0
2023-01-06,OR1000,Orange Rush,1L,South,343,52.0,0,0
2023-01-06,OR1000,Orange Rush,1L,East,294,52.0,0,0
2023-01-06,OR1000,Orange Rush,1L,West,343,52.0,0,0
2023-01-06,OR1000,Orange Rush,1L,Central,250,52.0,0,0
2023-01-06,EN250,Energy Max,250ml,North,246,48.0,0,0
2023-01-06,EN250,Energy Max,250ml,South,293,48.0,0,0
2023-01-06,EN250,Energy Max,250ml,East,265,48.0,0,0
2023-01-06,EN250,Energy Max,250ml,West,324,48.0,0,0
2023-01-06,EN250,Energy Max,250ml,Central,275,48.0,0,0
2023-01-06,EN500,Energy Max,500ml,North,197,72.0,0,0
2023-01-06,EN500,Energy Max,500ml,South,232,72.0,0,0
2023-01-06,EN500,Energy Max,500ml,East,163,72.0,0,0
2023-01-06,EN500,Energy Max,500ml,West,295,64.8,1,0
2023-01-06,EN500,Energy Max,500ml,Central,184,72.0,0,0
2023-01-06,WT1000,Bharat Water,1L,North,795,20.0,0,0
2023-01-06,WT1000,Bharat Water,1L,South,752,20.0,0,0
2023-01-06,WT1000,Bharat Water,1L,East,505,20.0,0,0
2023-01-06,WT1000,Bharat Water,1L,West,783,20.0,0,0
2023-01-06,WT1000,Bharat Water,1L,Central,676,20.0,0,0
2023-01-07,BB250,Bharat Cola,250ml,North,457,24.0,0,0
2023-01-07,BB250,Bharat Cola,250ml,South,584,24.0,0,0
2023-01-07,BB250,Bharat Cola,250ml,East,432,24.0,0,0
2023-01-07,BB250,Bharat Cola,250ml,West,705,24.0,0,0
2023-01-07,BB250,Bharat Cola,250ml,Central,447,24.0,0,0
2023-01-07,BB500,Bharat Cola,500ml,North,653,35.0,0,0
2023-01-07,BB500,Bharat Cola,500ml,South,781,35.0,0,0
2023-01-07,BB500,Bharat Cola,500ml,East,729,35.0,0,0
2023-01-07,BB500,Bharat Cola,500ml,West,906,35.0,0,0
2023-01-07,BB500,Bharat Cola,500ml,Central,760,35.0,0,0
2023-01-07,BB1000,Bharat Cola,1L,North,431,55.0,0,0
2023-01-07,BB1000,Bharat Cola,1L,South,546,55.0,0,0
2023-01-07,BB1000,Bharat Cola,1L,East,455,49.5,1,0
2023-01-07,BB1000,Bharat Cola,1L,West,594,49.5,1,0
2023-01-07,BB1000,Bharat Cola,1L,Central,356,55.0,0,0
2023-01-07,LM250,Lemon Blast,250ml,North,371,22.0,0,0
2023-01-07,LM250,Lemon Blast,250ml,South,475,22.0,0,0
2023-01-07,LM250,Lemon Blast,250ml,East,449,19.8,1,0
2023-01-07,LM250,Lemon Blast,250ml,West,443,22.0,0,0
2023-01-07,LM250,Lemon Blast,250ml,Central,466,19.8,1,0
2023-01-07,LM500,Lemon Blast,500ml,North,603,32.0,0,0
2023-01-07,LM500,Lemon Blast,500ml,South,608,32.0,0,0
2023-01-07,LM500,Lemon Blast,500ml,East,490,32.0,0,0
2023-01-07,LM500,Lemon Blast,500ml,West,769,32.0,0,0
2023-01-07,LM500,Lemon Blast,500ml,Central,497,32.0,0,0
2023-01-07,OR500,Orange Rush,500ml,North,469,34.0,0,0
2023-01-07,OR500,Orange Rush,500ml,South,522,34.0,0,0
2023-01-07,OR500,Orange Rush,500ml,East,486,34.0,0,0
2023-01-07,OR500,Orange Rush,500ml,West,473,34.0,0,0
2023-01-07,OR500,Orange Rush,500ml,Central,525,34.0,0,0
2023-01-07,OR1000,Orange Rush,1L,North,334,52.0,0,0
2023-01-07,OR1000,Orange Rush,1L,South,404,52.0,0,0
2023-01-07,OR1000,Orange Rush,1L,East,287,52.0,0,0
2023-01-07,OR1000,Orange Rush,1L,West,404,52.0,0,0
2023-01-07,OR1000,Orange Rush,1L,Central,369,52.0,0,0
2023-01-07,EN250,Energy Max,250ml,North,376,48.0,0,0
2023-01-07,EN250,Energy Max,250ml,South,470,43.2,1,0
2023-01-07,EN250,Energy Max,250ml,East,350,43.2,1,0
2023-01-07,EN250,Energy Max,250ml,West,416,48.0,0,0
2023-01-07,EN250,Energy Max,250ml,Central,241,48.0,0,0
2023-01-07,EN500,Energy Max,500ml,North,210,72.0,0,0
2023-01-07,EN500,Energy Max,500ml,South,251,72.0,0,0
2023-01-07,EN500,Energy Max,500ml,East,184,72.0,0,0
2023-01-07,EN500,Energy Max,500ml,West,251,72.0,0,0
2023-01-07,EN500,Energy Max,500ml,Central,224,72.0,0,0
2023-01-07,WT1000,Bharat Water,1L,North,749,20.0,0,0
2023-01-07,WT1000,Bharat Water,1L,South,961,20.0,0,0
2023-01-07,WT1000,Bharat Water,1L,East,949,20.0,0,0
2023-01-07,WT1000,Bharat Water,1L,West,963,20.0,0,0
2023-01-07,WT1000,Bharat Water,1L,Central,785,20.0,0,0
2023-01-08,BB250,Bharat Cola,250ml,North,583,24.0,0,0
2023-01-08,BB250,Bharat Cola,250ml,South,546,24.0,0,0
2023-01-08,BB250,Bharat Cola,250ml,East,532,24.0,0,0
2023-01-08,BB250,Bharat Cola,250ml,West,569,24.0,0,0
2023-01-08,BB250,Bharat Cola,250ml,Central,481,24.0,0,0
2023-01-08,BB500,Bharat Cola,500ml,North,820,35.0,0,0
2023-01-08,BB500,Bharat Cola,500ml,South,756,35.0,0,0
2023-01-08,BB500,Bharat Cola,500ml,East,683,31.5,1,0
2023-01-08,BB500,Bharat Cola,500ml,West,978,31.5,1,0
2023-01-08,BB500,Bharat Cola,500ml,Central,749,35.0,0,0
2023-01-08,BB1000,Bharat Cola,1L,North,517,49.5,1,0
2023-01-08,BB1000,Bharat Cola,1L,South,560,55.0,0,0
2023-01-08,BB1000,Bharat Cola,1L,East,398,55.0,0,0
2023-01-08,BB1000,Bharat Cola,1L,West,518,55.0,0,0
2023-01-08,BB1000,Bharat Cola,1L,Central,414,55.0,0,0
2023-01-08,LM250,Lemon Blast,250ml,North,362,22.0,0,0
2023-01-08,LM250,Lemon Blast,250ml,South,543,19.8,1,0
2023-01-08,LM250,Lemon Blast,250ml,East,323,22.0,0,0
2023-01-08,LM250,Lemon Blast,250ml,West,448,22.0,0,0
2023-01-08,LM250,Lemon Blast,250ml,Central,360,22.0,0,0
2023-01-08,LM500,Lemon Blast,500ml,North,445,32.0,0,0
2023-01-08,LM500,Lemon Blast,500ml,South,575,32.0,0,0
2023-01-08,LM500,Lemon Blast,500ml,East,563,32.0,0,0
2023-01-08,LM500,Lemon Blast,500ml,West,587,32.0,0,0
2023-01-08,LM500,Lemon Blast,500ml,Central,542,32.0,0,0
2023-01-08,OR500,Orange Rush,500ml,North,511,34.0,0,0
2023-01-08,OR500,Orange Rush,500ml,South,547,34.0,0,0
2023-01-08,OR500,Orange Rush,500ml,East,619,30.6,1,0
2023-01-08,OR500,Orange Rush,500ml,West,583,30.6,1,0
2023-01-08,OR500,Orange Rush,500ml,Central,479,34.0,0,0
2023-01-08,OR1000,Orange Rush,1L,North,310,52.0,0,0
2023-01-08,OR1000,Orange Rush,1L,South,384,52.0,0,0
2023-01-08,OR1000,Orange Rush,1L,East,387,52.0,0,0
2023-01-08,OR1000,Orange Rush,1L,West,383,52.0,0,0
2023-01-08,OR1000,Orange Rush,1L,Central,312,52.0,0,0
2023-01-08,EN250,Energy Max,250ml,North,290,48.0,0,0
2023-01-08,EN250,Energy Max,250ml,South,418,48.0,0,0
2023-01-08,EN250,Energy Max,250ml,East,278,48.0,0,0
2023-01-08,EN250,Energy Max,250ml,West,395,48.0,0,0
2023-01-08,EN250,Energy Max,250ml,Central,327,48.0,0,0
2023-01-08,EN500,Energy Max,500ml,North,248,72.0,0,0
2023-01-08,EN500,Energy Max,500ml,South,328,64.8,1,0
2023-01-08,EN500,Energy Max,500ml,East,221,72.0,0,0
2023-01-08,EN500,Energy Max,500ml,West,231,72.0,0,0
2023-01-08,EN500,Energy Max,500ml,Central,243,72.0,0,0
2023-01-08,WT1000,Bharat Water,1L,North,827,20.0,0,0
2023-01-08,WT1000,Bharat Water,1L,South,888,20.0,0,0
2023-01-08,WT1000,Bharat Water,1L,East,683,20.0,0,0
2023-01-08,WT1000,Bharat Water,1L,West,933,20.0,0,0
2023-01-08,WT1000,Bharat Water,1L,Central,722,20.0,0,0
2023-01-09,BB250,Bharat Cola,250ml,North,665,21.6,1,0
2023-01-09,BB250,Bharat Cola,250ml,South,497,24.0,0,0
2023-01-09,BB250,Bharat Cola,250ml,East,430,24.0,0,0
